District,Zone,Ecological Belt,Development Region,Year (BS),Year (AD),Area and size class of locality,Indicators,Value
Palpa,Lumbini,Hill,Western,2068/69,2011/12,"  2,000 - 2,999",Male,28005
Palpa,Lumbini,Hill,Western,2068/69,2011/12,"  2,000 - 2,999",Female,36760
Palpa,Lumbini,Hill,Western,2068/69,2011/12,"  3,000 - 3,999",Number of localities,15
Palpa,Lumbini,Hill,Western,2068/69,2011/12,"  3,000 - 3,999",Number of household,10714
Palpa,Lumbini,Hill,Western,2068/69,2011/12,"  3,000 - 3,999",Male,22826
Palpa,Lumbini,Hill,Western,2068/69,2011/12,"  3,000 - 3,999",Female,29351
Palpa,Lumbini,Hill,Western,2068/69,2011/12,"  4,000 - 4,999",Number of localities,9
Palpa,Lumbini,Hill,Western,2068/69,2011/12,"  4,000 - 4,999",Number of household,8794
Palpa,Lumbini,Hill,Western,2068/69,2011/12,"  4,000 - 4,999",Male,18129
Palpa,Lumbini,Hill,Western,2068/69,2011/12,"  4,000 - 4,999",Female,22861
Palpa,Lumbini,Hill,Western,2068/69,2011/12,"  5,000 - 9,999",Number of localities,9
Palpa,Lumbini,Hill,Western,2068/69,2011/12,"  5,000 - 9,999",Number of household,11990
Palpa,Lumbini,Hill,Western,2068/69,2011/12,"  5,000 - 9,999",Male,23127
Palpa,Lumbini,Hill,Western,2068/69,2011/12,"  5,000 - 9,999",Female,30190
Palpa,Lumbini,Hill,Western,2068/69,2011/12,"  10,000 - 19,999",Number of localities,1
Palpa,Lumbini,Hill,Western,2068/69,2011/12,"  10,000 - 19,999",Number of household,2735
Palpa,Lumbini,Hill,Western,2068/69,2011/12,"  10,000 - 19,999",Male,5293
Palpa,Lumbini,Hill,Western,2068/69,2011/12,"  10,000 - 19,999",Female,6294
Palpa,Lumbini,Hill,Western,2068/69,2011/12,"  20,000 - 49,999",Number of localities,1
Palpa,Lumbini,Hill,Western,2068/69,2011/12,"  20,000 - 49,999",Number of household,8433
Palpa,Lumbini,Hill,Western,2068/69,2011/12,"  20,000 - 49,999",Male,15332
Palpa,Lumbini,Hill,Western,2068/69,2011/12,"  20,000 - 49,999",Female,15829
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,"  2,000 - 2,999",Number of localities,6
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,"  2,000 - 2,999",Number of household,3364
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,"  2,000 - 2,999",Male,7335
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,"  2,000 - 2,999",Female,8131
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,"  3,000 - 3,999",Number of localities,10
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,"  3,000 - 3,999",Number of household,7574
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,"  3,000 - 3,999",Male,16603
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,"  3,000 - 3,999",Female,19181
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,"  4,000 - 4,999",Number of localities,15
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,"  4,000 - 4,999",Number of household,14321
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,"  4,000 - 4,999",Male,31552
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,"  4,000 - 4,999",Female,35880
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,"  5,000 - 9,999",Number of localities,9
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,"  5,000 - 9,999",Number of household,11636
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,"  5,000 - 9,999",Male,25501
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,"  5,000 - 9,999",Female,29358
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,"  10,000 - 19,999",Number of localities,1
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,"  10,000 - 19,999",Number of household,4301
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,"  10,000 - 19,999",Male,9195
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,"  10,000 - 19,999",Female,9081
Parbat,Dhawalagiri,Hill,Western,2068/69,2011/12,  500 - 999,Number of localities,3
Parbat,Dhawalagiri,Hill,Western,2068/69,2011/12,  500 - 999,Number of household,660
Parbat,Dhawalagiri,Hill,Western,2068/69,2011/12,  500 - 999,Male,1231
Parbat,Dhawalagiri,Hill,Western,2068/69,2011/12,  500 - 999,Female,1493
Parbat,Dhawalagiri,Hill,Western,2068/69,2011/12,"  1,000 - 1,999",Number of localities,16
Parbat,Dhawalagiri,Hill,Western,2068/69,2011/12,"  1,000 - 1,999",Number of household,6564
Parbat,Dhawalagiri,Hill,Western,2068/69,2011/12,"  1,000 - 1,999",Male,11885
Parbat,Dhawalagiri,Hill,Western,2068/69,2011/12,"  1,000 - 1,999",Female,15244
Parbat,Dhawalagiri,Hill,Western,2068/69,2011/12,"  2,000 - 2,999",Number of localities,25
Parbat,Dhawalagiri,Hill,Western,2068/69,2011/12,"  2,000 - 2,999",Number of household,14245
Parbat,Dhawalagiri,Hill,Western,2068/69,2011/12,"  2,000 - 2,999",Male,26602
Parbat,Dhawalagiri,Hill,Western,2068/69,2011/12,"  2,000 - 2,999",Female,33554
Parbat,Dhawalagiri,Hill,Western,2068/69,2011/12,"  3,000 - 3,999",Number of localities,5
Parbat,Dhawalagiri,Hill,Western,2068/69,2011/12,"  3,000 - 3,999",Number of household,4252
Parbat,Dhawalagiri,Hill,Western,2068/69,2011/12,"  3,000 - 3,999",Male,7554
Parbat,Dhawalagiri,Hill,Western,2068/69,2011/12,"  3,000 - 3,999",Female,9743
Parbat,Dhawalagiri,Hill,Western,2068/69,2011/12,"  4,000 - 4,999",Number of localities,4
Parbat,Dhawalagiri,Hill,Western,2068/69,2011/12,"  4,000 - 4,999",Number of household,4514
Parbat,Dhawalagiri,Hill,Western,2068/69,2011/12,"  4,000 - 4,999",Male,7962
Parbat,Dhawalagiri,Hill,Western,2068/69,2011/12,"  4,000 - 4,999",Female,10321
Parbat,Dhawalagiri,Hill,Western,2068/69,2011/12,"  5,000 - 9,999",Number of localities,1
Parbat,Dhawalagiri,Hill,Western,2068/69,2011/12,"  5,000 - 9,999",Number of household,2100
Parbat,Dhawalagiri,Hill,Western,2068/69,2011/12,"  5,000 - 9,999",Male,3664
Parbat,Dhawalagiri,Hill,Western,2068/69,2011/12,"  5,000 - 9,999",Female,4423
Parbat,Dhawalagiri,Hill,Western,2068/69,2011/12,"  10,000 - 19,999",Number of localities,1
Parbat,Dhawalagiri,Hill,Western,2068/69,2011/12,"  10,000 - 19,999",Number of household,3384
Parbat,Dhawalagiri,Hill,Western,2068/69,2011/12,"  10,000 - 19,999",Male,6403
Parbat,Dhawalagiri,Hill,Western,2068/69,2011/12,"  10,000 - 19,999",Female,6511
Parsa,Narayani,Terai,Central,2068/69,2011/12,"  2,000 - 2,999",Number of localities,3
Parsa,Narayani,Terai,Central,2068/69,2011/12,"  2,000 - 2,999",Number of household,1258
Parsa,Narayani,Terai,Central,2068/69,2011/12,"  2,000 - 2,999",Male,4517
Parsa,Narayani,Terai,Central,2068/69,2011/12,"  2,000 - 2,999",Female,4274
Parsa,Narayani,Terai,Central,2068/69,2011/12,"  3,000 - 3,999",Number of localities,11
Parsa,Narayani,Terai,Central,2068/69,2011/12,"  3,000 - 3,999",Number of household,6043
Parsa,Narayani,Terai,Central,2068/69,2011/12,"  3,000 - 3,999",Male,18920
Parsa,Narayani,Terai,Central,2068/69,2011/12,"  3,000 - 3,999",Female,18486
Parsa,Narayani,Terai,Central,2068/69,2011/12,"  4,000 - 4,999",Number of localities,20
Parsa,Narayani,Terai,Central,2068/69,2011/12,"  4,000 - 4,999",Number of household,13628
Parsa,Narayani,Terai,Central,2068/69,2011/12,"  4,000 - 4,999",Male,46814
Parsa,Narayani,Terai,Central,2068/69,2011/12,"  4,000 - 4,999",Female,44055
Parsa,Narayani,Terai,Central,2068/69,2011/12,"  5,000 - 9,999",Number of localities,47
Parsa,Narayani,Terai,Central,2068/69,2011/12,"  5,000 - 9,999",Number of household,48077
Parsa,Narayani,Terai,Central,2068/69,2011/12,"  5,000 - 9,999",Male,160117
Parsa,Narayani,Terai,Central,2068/69,2011/12,"  5,000 - 9,999",Female,151518
Parsa,Narayani,Terai,Central,2068/69,2011/12,"  10,000 - 19,999",Number of localities,1
Parsa,Narayani,Terai,Central,2068/69,2011/12,"  10,000 - 19,999",Number of household,2350
Parsa,Narayani,Terai,Central,2068/69,2011/12,"  10,000 - 19,999",Male,6608
Parsa,Narayani,Terai,Central,2068/69,2011/12,"  10,000 - 19,999",Female,6640
Parsa,Narayani,Terai,Central,2068/69,2011/12,"  100,000 - 299,999",Number of localities,1
Parsa,Narayani,Terai,Central,2068/69,2011/12,"  100,000 - 299,999",Number of household,24180
Parsa,Narayani,Terai,Central,2068/69,2011/12,"  100,000 - 299,999",Male,75382
Parsa,Narayani,Terai,Central,2068/69,2011/12,"  100,000 - 299,999",Female,63686
Pyuthan,Rapti,Hill,Mid-Western,2068/69,2011/12,"  2,000 - 2,999",Number of localities,2
Pyuthan,Rapti,Hill,Mid-Western,2068/69,2011/12,"  2,000 - 2,999",Number of household,1121
Pyuthan,Rapti,Hill,Mid-Western,2068/69,2011/12,"  2,000 - 2,999",Male,2057
Pyuthan,Rapti,Hill,Mid-Western,2068/69,2011/12,"  2,000 - 2,999",Female,2800
Pyuthan,Rapti,Hill,Mid-Western,2068/69,2011/12,"  3,000 - 3,999",Number of localities,15
Pyuthan,Rapti,Hill,Mid-Western,2068/69,2011/12,"  3,000 - 3,999",Number of household,10864
Pyuthan,Rapti,Hill,Mid-Western,2068/69,2011/12,"  3,000 - 3,999",Male,22345
Pyuthan,Rapti,Hill,Mid-Western,2068/69,2011/12,"  3,000 - 3,999",Female,29441
Pyuthan,Rapti,Hill,Mid-Western,2068/69,2011/12,"  4,000 - 4,999",Number of localities,12
Pyuthan,Rapti,Hill,Mid-Western,2068/69,2011/12,"  4,000 - 4,999",Number of household,10932
Pyuthan,Rapti,Hill,Mid-Western,2068/69,2011/12,"  4,000 - 4,999",Male,23355
Pyuthan,Rapti,Hill,Mid-Western,2068/69,2011/12,"  4,000 - 4,999",Female,29967
Pyuthan,Rapti,Hill,Mid-Western,2068/69,2011/12,"  5,000 - 9,999",Number of localities,20
Pyuthan,Rapti,Hill,Mid-Western,2068/69,2011/12,"  5,000 - 9,999",Number of household,24813
Pyuthan,Rapti,Hill,Mid-Western,2068/69,2011/12,"  5,000 - 9,999",Male,52296
Pyuthan,Rapti,Hill,Mid-Western,2068/69,2011/12,"  5,000 - 9,999",Female,65841
Ramechhap,Janakpur,Hill,Central,2068/69,2011/12,"  1,000 - 1,999",Number of localities,2
Ramechhap,Janakpur,Hill,Central,2068/69,2011/12,"  1,000 - 1,999",Number of household,783
Ramechhap,Janakpur,Hill,Central,2068/69,2011/12,"  1,000 - 1,999",Male,1664
Ramechhap,Janakpur,Hill,Central,2068/69,2011/12,"  1,000 - 1,999",Female,2016
Ramechhap,Janakpur,Hill,Central,2068/69,2011/12,"  2,000 - 2,999",Number of localities,14
Ramechhap,Janakpur,Hill,Central,2068/69,2011/12,"  2,000 - 2,999",Number of household,7398
Ramechhap,Janakpur,Hill,Central,2068/69,2011/12,"  2,000 - 2,999",Male,15472
Ramechhap,Janakpur,Hill,Central,2068/69,2011/12,"  2,000 - 2,999",Female,18288
Ramechhap,Janakpur,Hill,Central,2068/69,2011/12,"  3,000 - 3,999",Number of localities,20
Ramechhap,Janakpur,Hill,Central,2068/69,2011/12,"  3,000 - 3,999",Number of household,14908
Ramechhap,Janakpur,Hill,Central,2068/69,2011/12,"  3,000 - 3,999",Male,31246
Ramechhap,Janakpur,Hill,Central,2068/69,2011/12,"  3,000 - 3,999",Female,37427
Ramechhap,Janakpur,Hill,Central,2068/69,2011/12,"  4,000 - 4,999",Number of localities,11
Ramechhap,Janakpur,Hill,Central,2068/69,2011/12,"  4,000 - 4,999",Number of household,10375
Ramechhap,Janakpur,Hill,Central,2068/69,2011/12,"  4,000 - 4,999",Male,22117
Ramechhap,Janakpur,Hill,Central,2068/69,2011/12,"  4,000 - 4,999",Female,26499
Ramechhap,Janakpur,Hill,Central,2068/69,2011/12,"  5,000 - 9,999",Number of localities,8
Ramechhap,Janakpur,Hill,Central,2068/69,2011/12,"  5,000 - 9,999",Number of household,10446
Ramechhap,Janakpur,Hill,Central,2068/69,2011/12,"  5,000 - 9,999",Male,22887
Ramechhap,Janakpur,Hill,Central,2068/69,2011/12,"  5,000 - 9,999",Female,25030
Rasuwa,Bagmati,Mountain,Central,2068/69,2011/12,  Less than 500,Number of localities,2
Rasuwa,Bagmati,Mountain,Central,2068/69,2011/12,  Less than 500,Number of household,318
Rasuwa,Bagmati,Mountain,Central,2068/69,2011/12,  Less than 500,Male,507
Rasuwa,Bagmati,Mountain,Central,2068/69,2011/12,  Less than 500,Female,442
Rasuwa,Bagmati,Mountain,Central,2068/69,2011/12,  500 - 999,Number of localities,3
Rasuwa,Bagmati,Mountain,Central,2068/69,2011/12,  500 - 999,Number of household,642
Rasuwa,Bagmati,Mountain,Central,2068/69,2011/12,  500 - 999,Male,1213
Rasuwa,Bagmati,Mountain,Central,2068/69,2011/12,  500 - 999,Female,1153
Rasuwa,Bagmati,Mountain,Central,2068/69,2011/12,"  1,000 - 1,999",Number of localities,3
Rasuwa,Bagmati,Mountain,Central,2068/69,2011/12,"  1,000 - 1,999",Number of household,1060
Rasuwa,Bagmati,Mountain,Central,2068/69,2011/12,"  1,000 - 1,999",Male,2252
Rasuwa,Bagmati,Mountain,Central,2068/69,2011/12,"  1,000 - 1,999",Female,2330
Rasuwa,Bagmati,Mountain,Central,2068/69,2011/12,"  2,000 - 2,999",Number of localities,4
Rasuwa,Bagmati,Mountain,Central,2068/69,2011/12,"  2,000 - 2,999",Number of household,2040
Rasuwa,Bagmati,Mountain,Central,2068/69,2011/12,"  2,000 - 2,999",Male,4472
Rasuwa,Bagmati,Mountain,Central,2068/69,2011/12,"  2,000 - 2,999",Female,4580
Rasuwa,Bagmati,Mountain,Central,2068/69,2011/12,"  3,000 - 3,999",Number of localities,2
Rasuwa,Bagmati,Mountain,Central,2068/69,2011/12,"  3,000 - 3,999",Number of household,1546
Rasuwa,Bagmati,Mountain,Central,2068/69,2011/12,"  3,000 - 3,999",Male,3964
Rasuwa,Bagmati,Mountain,Central,2068/69,2011/12,"  3,000 - 3,999",Female,3275
Rasuwa,Bagmati,Mountain,Central,2068/69,2011/12,"  4,000 - 4,999",Number of localities,2
Rasuwa,Bagmati,Mountain,Central,2068/69,2011/12,"  4,000 - 4,999",Number of household,1876
Rasuwa,Bagmati,Mountain,Central,2068/69,2011/12,"  4,000 - 4,999",Male,3942
Rasuwa,Bagmati,Mountain,Central,2068/69,2011/12,"  4,000 - 4,999",Female,4591
Rasuwa,Bagmati,Mountain,Central,2068/69,2011/12,"  5,000 - 9,999",Number of localities,2
Rasuwa,Bagmati,Mountain,Central,2068/69,2011/12,"  5,000 - 9,999",Number of household,2296
Rasuwa,Bagmati,Mountain,Central,2068/69,2011/12,"  5,000 - 9,999",Male,5125
Rasuwa,Bagmati,Mountain,Central,2068/69,2011/12,"  5,000 - 9,999",Female,5454
Rautahat,Narayani,Terai,Central,2068/69,2011/12,  500 - 999,Number of localities,1
Rautahat,Narayani,Terai,Central,2068/69,2011/12,  500 - 999,Number of household,145
Rautahat,Narayani,Terai,Central,2068/69,2011/12,  500 - 999,Male,443
Rautahat,Narayani,Terai,Central,2068/69,2011/12,  500 - 999,Female,458
Rautahat,Narayani,Terai,Central,2068/69,2011/12,"  2,000 - 2,999",Number of localities,4
Rautahat,Narayani,Terai,Central,2068/69,2011/12,"  2,000 - 2,999",Number of household,1633
Rautahat,Narayani,Terai,Central,2068/69,2011/12,"  2,000 - 2,999",Male,5730
Rautahat,Narayani,Terai,Central,2068/69,2011/12,"  2,000 - 2,999",Female,5395
Rautahat,Narayani,Terai,Central,2068/69,2011/12,"  3,000 - 3,999",Number of localities,7
Rautahat,Narayani,Terai,Central,2068/69,2011/12,"  3,000 - 3,999",Number of household,4013
Rautahat,Narayani,Terai,Central,2068/69,2011/12,"  3,000 - 3,999",Male,13035
Rautahat,Narayani,Terai,Central,2068/69,2011/12,"  3,000 - 3,999",Female,11967
Rautahat,Narayani,Terai,Central,2068/69,2011/12,"  4,000 - 4,999",Number of localities,20
Rautahat,Narayani,Terai,Central,2068/69,2011/12,"  4,000 - 4,999",Number of household,14489
Rautahat,Narayani,Terai,Central,2068/69,2011/12,"  4,000 - 4,999",Male,46198
Rautahat,Narayani,Terai,Central,2068/69,2011/12,"  4,000 - 4,999",Female,43757
Rautahat,Narayani,Terai,Central,2068/69,2011/12,"  5,000 - 9,999",Number of localities,53
Rautahat,Narayani,Terai,Central,2068/69,2011/12,"  5,000 - 9,999",Number of household,55423
Rautahat,Narayani,Terai,Central,2068/69,2011/12,"  5,000 - 9,999",Male,189958
Rautahat,Narayani,Terai,Central,2068/69,2011/12,"  5,000 - 9,999",Female,181874
Rautahat,Narayani,Terai,Central,2068/69,2011/12,"  10,000 - 19,999",Number of localities,10
Rautahat,Narayani,Terai,Central,2068/69,2011/12,"  10,000 - 19,999",Number of household,20311
Rautahat,Narayani,Terai,Central,2068/69,2011/12,"  10,000 - 19,999",Male,63988
Rautahat,Narayani,Terai,Central,2068/69,2011/12,"  10,000 - 19,999",Female,62386
Rautahat,Narayani,Terai,Central,2068/69,2011/12,"  20,000 - 49,999",Number of localities,2
Rautahat,Narayani,Terai,Central,2068/69,2011/12,"  20,000 - 49,999",Number of household,10654
Rautahat,Narayani,Terai,Central,2068/69,2011/12,"  20,000 - 49,999",Male,31727
Rautahat,Narayani,Terai,Central,2068/69,2011/12,"  20,000 - 49,999",Female,29806
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,"  1,000 - 1,999",Number of localities,2
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,"  1,000 - 1,999",Number of household,693
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,"  1,000 - 1,999",Male,1717
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,"  1,000 - 1,999",Female,1975
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,"  2,000 - 2,999",Number of localities,6
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,"  2,000 - 2,999",Number of household,3067
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,"  2,000 - 2,999",Male,7308
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,"  2,000 - 2,999",Female,8704
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,"  3,000 - 3,999",Number of localities,12
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,"  3,000 - 3,999",Number of household,8028
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,"  3,000 - 3,999",Male,18400
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,"  3,000 - 3,999",Female,22608
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,"  4,000 - 4,999",Number of localities,15
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,"  4,000 - 4,999",Number of household,13080
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,"  4,000 - 4,999",Male,29361
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,"  4,000 - 4,999",Female,36126
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,"  5,000 - 9,999",Number of localities,15
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,"  5,000 - 9,999",Number of household,16271
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,"  5,000 - 9,999",Male,39999
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,"  5,000 - 9,999",Female,46303
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,"  10,000 - 19,999",Number of localities,1
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,"  10,000 - 19,999",Number of household,2618
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,"  10,000 - 19,999",Male,6315
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,"  10,000 - 19,999",Female,5690
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,"  1,000 - 1,999",Number of localities,2
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,"  1,000 - 1,999",Number of household,731
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,"  1,000 - 1,999",Male,1822
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,"  1,000 - 1,999",Female,1857
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,"  2,000 - 2,999",Number of localities,4
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,"  2,000 - 2,999",Number of household,1956
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,"  2,000 - 2,999",Male,4335
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,"  2,000 - 2,999",Female,4966
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,"  3,000 - 3,999",Number of localities,9
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,"  3,000 - 3,999",Number of household,6429
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,"  3,000 - 3,999",Male,14491
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,"  3,000 - 3,999",Female,16589
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,"  4,000 - 4,999",Number of localities,10
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,"  4,000 - 4,999",Number of household,8616
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,"  4,000 - 4,999",Male,21131
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,"  4,000 - 4,999",Female,23798
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,"  5,000 - 9,999",Number of localities,17
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,"  5,000 - 9,999",Number of household,20839
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,"  5,000 - 9,999",Male,50080
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,"  5,000 - 9,999",Female,55352
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,"  10,000 - 19,999",Number of localities,1
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,"  10,000 - 19,999",Number of household,3285
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,"  10,000 - 19,999",Male,7300
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,"  10,000 - 19,999",Female,6846
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,"  4,000 - 4,999",Number of localities,4
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,"  4,000 - 4,999",Number of household,2778
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,"  4,000 - 4,999",Male,9484
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,"  4,000 - 4,999",Female,9455
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,"  5,000 - 9,999",Number of localities,35
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,"  5,000 - 9,999",Number of household,36524
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,"  5,000 - 9,999",Male,120009
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,"  5,000 - 9,999",Female,120135
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,"  10,000 - 19,999",Number of localities,25
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,"  10,000 - 19,999",Number of household,57109
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,"  10,000 - 19,999",Male,154278
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,"  10,000 - 19,999",Female,163195
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,"  20,000 - 49,999",Number of localities,5
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,"  20,000 - 49,999",Number of household,25305
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,"  20,000 - 49,999",Male,54881
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,"  20,000 - 49,999",Female,63211
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,"  50,000 - 99,999",Number of localities,1
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,"  50,000 - 99,999",Number of household,12513
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,"  50,000 - 99,999",Male,32671
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,"  50,000 - 99,999",Female,31895
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,"  100,000 - 299,999",Number of localities,1
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,"  100,000 - 299,999",Number of household,29687
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,"  100,000 - 299,999",Male,60870
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,"  100,000 - 299,999",Female,60112
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,"  2,000 - 2,999",Number of localities,3
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,"  2,000 - 2,999",Number of household,1406
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,"  2,000 - 2,999",Male,3485
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,"  2,000 - 2,999",Female,3913
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,"  3,000 - 3,999",Number of localities,8
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,"  3,000 - 3,999",Number of household,5751
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,"  3,000 - 3,999",Male,13601
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,"  3,000 - 3,999",Female,15186
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,"  4,000 - 4,999",Number of localities,10
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,"  4,000 - 4,999",Number of household,8802
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,"  4,000 - 4,999",Male,21576
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,"  4,000 - 4,999",Female,23878
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,"  5,000 - 9,999",Number of localities,26
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,"  5,000 - 9,999",Number of household,30597
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,"  5,000 - 9,999",Male,77307
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,"  5,000 - 9,999",Female,83498
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,  Less than 500,Number of localities,1
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,  Less than 500,Number of household,72
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,  Less than 500,Male,183
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,  Less than 500,Female,185
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,"  1,000 - 1,999",Number of localities,1
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,"  1,000 - 1,999",Number of household,404
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,"  1,000 - 1,999",Male,849
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,"  1,000 - 1,999",Female,890
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,"  2,000 - 2,999",Number of localities,6
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,"  2,000 - 2,999",Number of household,3225
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,"  2,000 - 2,999",Male,7515
