District,Zone,Ecological Belt,Development Region,Year (BS),Year (AD),Age-Group,Indicator,Sub-Indicator,Value
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,10 Year,Currently going to school,Female,3553
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,10 Year,Not currently going to school,Male,117
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,10 Year,Not currently going to school,Female,144
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,10 Year,School attendence not Stated,Male,70
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,10 Year,School attendence not Stated,Female,59
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,11 Year,Currently going to school,Male,3206
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,11 Year,Currently going to school,Female,3265
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,11 Year,Not currently going to school,Male,104
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,11 Year,Not currently going to school,Female,157
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,11 Year,School attendence not Stated,Male,56
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,11 Year,School attendence not Stated,Female,56
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,12 Year,Currently going to school,Male,3886
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,12 Year,Currently going to school,Female,3761
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,12 Year,Not currently going to school,Male,133
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,12 Year,Not currently going to school,Female,150
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,12 Year,School attendence not Stated,Male,53
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,12 Year,School attendence not Stated,Female,59
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,13 Year,Currently going to school,Male,3335
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,13 Year,Currently going to school,Female,3316
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,13 Year,Not currently going to school,Male,127
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,13 Year,Not currently going to school,Female,167
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,13 Year,School attendence not Stated,Male,45
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,13 Year,School attendence not Stated,Female,62
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,14 Year,Currently going to school,Male,3235
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,14 Year,Currently going to school,Female,3370
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,14 Year,Not currently going to school,Male,188
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,14 Year,Not currently going to school,Female,261
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,14 Year,School attendence not Stated,Male,38
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,14 Year,School attendence not Stated,Female,48
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,15 Year,Currently going to school,Male,2897
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,15 Year,Currently going to school,Female,3056
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,15 Year,Not currently going to school,Male,275
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,15 Year,Not currently going to school,Female,351
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,15 Year,School attendence not Stated,Male,57
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,15 Year,School attendence not Stated,Female,90
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,16 Year,Currently going to school,Male,2239
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,16 Year,Currently going to school,Female,2436
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,16 Year,Not currently going to school,Male,356
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,16 Year,Not currently going to school,Female,515
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,16 Year,School attendence not Stated,Male,72
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,16 Year,School attendence not Stated,Female,77
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,17 Year,Currently going to school,Male,1595
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,17 Year,Currently going to school,Female,1780
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,17 Year,Not currently going to school,Male,468
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,17 Year,Not currently going to school,Female,855
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,17 Year,School attendence not Stated,Male,66
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,17 Year,School attendence not Stated,Female,91
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,18 Year,Currently going to school,Male,977
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,18 Year,Currently going to school,Female,1131
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,18 Year,Not currently going to school,Male,580
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,18 Year,Not currently going to school,Female,1210
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,18 Year,School attendence not Stated,Male,41
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,18 Year,School attendence not Stated,Female,105
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,19 Year,Currently going to school,Male,431
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,19 Year,Currently going to school,Female,646
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,19 Year,Not currently going to school,Male,448
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,19 Year,Not currently going to school,Female,1094
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,19 Year,School attendence not Stated,Male,33
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,19 Year,School attendence not Stated,Female,84
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,20 Year,Currently going to school,Male,206
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,20 Year,Currently going to school,Female,295
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,20 Year,Not currently going to school,Male,550
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,20 Year,Not currently going to school,Female,1266
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,20 Year,School attendence not Stated,Male,38
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,20 Year,School attendence not Stated,Female,108
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,21 Year,Currently going to school,Male,108
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,21 Year,Currently going to school,Female,186
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,21 Year,Not currently going to school,Male,590
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,21 Year,Not currently going to school,Female,1528
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,21 Year,School attendence not Stated,Male,42
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,21 Year,School attendence not Stated,Female,117
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,22 Year,Currently going to school,Male,71
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,22 Year,Currently going to school,Female,153
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,22 Year,Not currently going to school,Male,724
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,22 Year,Not currently going to school,Female,2015
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,22 Year,School attendence not Stated,Male,35
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,22 Year,School attendence not Stated,Female,132
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,23 Year,Currently going to school,Male,37
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,23 Year,Currently going to school,Female,68
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,23 Year,Not currently going to school,Male,587
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,23 Year,Not currently going to school,Female,1593
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,23 Year,School attendence not Stated,Male,37
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,23 Year,School attendence not Stated,Female,108
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,24 Year,Currently going to school,Male,28
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,24 Year,Currently going to school,Female,76
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,24 Year,Not currently going to school,Male,623
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,24 Year,Not currently going to school,Female,1794
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,24 Year,School attendence not Stated,Male,37
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,24 Year,School attendence not Stated,Female,129
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,25 Year,Currently going to school,Male,24
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,25 Year,Currently going to school,Female,85
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,25 Year,Not currently going to school,Male,815
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,25 Year,Not currently going to school,Female,2048
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,25 Year,School attendence not Stated,Male,50
Baglung,Dhawalagiri,Hill,Western,2068/69,2011/12,25 Year,School attendence not Stated,Female,139
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,05 Year,Currently going to school,Male,2232
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,05 Year,Currently going to school,Female,1983
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,05 Year,Not currently going to school,Male,1650
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,05 Year,Not currently going to school,Female,1565
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,05 Year,School attendence not Stated,Male,130
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,05 Year,School attendence not Stated,Female,128
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,06 Year,Currently going to school,Male,2780
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,06 Year,Currently going to school,Female,2681
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,06 Year,Not currently going to school,Male,732
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,06 Year,Not currently going to school,Female,803
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,06 Year,School attendence not Stated,Male,77
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,06 Year,School attendence not Stated,Female,82
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,07 Year,Currently going to school,Male,2670
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,07 Year,Currently going to school,Female,2545
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,07 Year,Not currently going to school,Male,325
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,07 Year,Not currently going to school,Female,367
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,07 Year,School attendence not Stated,Male,48
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,07 Year,School attendence not Stated,Female,47
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,08 Year,Currently going to school,Male,3699
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,08 Year,Currently going to school,Female,3600
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,08 Year,Not currently going to school,Male,322
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,08 Year,Not currently going to school,Female,346
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,08 Year,School attendence not Stated,Male,29
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,08 Year,School attendence not Stated,Female,36
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,09 Year,Currently going to school,Male,2689
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,09 Year,Currently going to school,Female,2775
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,09 Year,Not currently going to school,Male,91
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,09 Year,Not currently going to school,Female,137
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,09 Year,School attendence not Stated,Male,17
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,09 Year,School attendence not Stated,Female,17
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,10 Year,Currently going to school,Male,4098
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,10 Year,Currently going to school,Female,3831
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,10 Year,Not currently going to school,Male,112
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,10 Year,Not currently going to school,Female,192
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,10 Year,School attendence not Stated,Male,20
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,10 Year,School attendence not Stated,Female,20
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,11 Year,Currently going to school,Male,2890
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,11 Year,Currently going to school,Female,2755
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,11 Year,Not currently going to school,Male,52
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,11 Year,Not currently going to school,Female,118
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,11 Year,School attendence not Stated,Male,21
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,11 Year,School attendence not Stated,Female,17
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,12 Year,Currently going to school,Male,4081
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,12 Year,Currently going to school,Female,4035
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,12 Year,Not currently going to school,Male,88
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,12 Year,Not currently going to school,Female,179
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,12 Year,School attendence not Stated,Male,28
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,12 Year,School attendence not Stated,Female,22
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,13 Year,Currently going to school,Male,3056
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,13 Year,Currently going to school,Female,3046
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,13 Year,Not currently going to school,Male,75
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,13 Year,Not currently going to school,Female,159
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,13 Year,School attendence not Stated,Male,14
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,13 Year,School attendence not Stated,Female,15
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,14 Year,Currently going to school,Male,3078
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,14 Year,Currently going to school,Female,3166
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,14 Year,Not currently going to school,Male,104
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,14 Year,Not currently going to school,Female,251
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,14 Year,School attendence not Stated,Male,16
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,14 Year,School attendence not Stated,Female,10
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,15 Year,Currently going to school,Male,2803
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,15 Year,Currently going to school,Female,2871
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,15 Year,Not currently going to school,Male,172
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,15 Year,Not currently going to school,Female,430
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,15 Year,School attendence not Stated,Male,20
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,15 Year,School attendence not Stated,Female,35
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,16 Year,Currently going to school,Male,2376
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,16 Year,Currently going to school,Female,2329
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,16 Year,Not currently going to school,Male,233
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,16 Year,Not currently going to school,Female,627
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,16 Year,School attendence not Stated,Male,28
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,16 Year,School attendence not Stated,Female,20
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,17 Year,Currently going to school,Male,1438
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,17 Year,Currently going to school,Female,1454
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,17 Year,Not currently going to school,Male,235
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,17 Year,Not currently going to school,Female,704
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,17 Year,School attendence not Stated,Male,16
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,17 Year,School attendence not Stated,Female,29
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,18 Year,Currently going to school,Male,1596
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,18 Year,Currently going to school,Female,1483
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,18 Year,Not currently going to school,Male,581
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,18 Year,Not currently going to school,Female,1481
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,18 Year,School attendence not Stated,Male,18
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,18 Year,School attendence not Stated,Female,42
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,19 Year,Currently going to school,Male,506
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,19 Year,Currently going to school,Female,520
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,19 Year,Not currently going to school,Male,325
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,19 Year,Not currently going to school,Female,924
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,19 Year,School attendence not Stated,Male,7
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,19 Year,School attendence not Stated,Female,27
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,20 Year,Currently going to school,Male,489
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,20 Year,Currently going to school,Female,437
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,20 Year,Not currently going to school,Male,805
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,20 Year,Not currently going to school,Female,2093
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,20 Year,School attendence not Stated,Male,16
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,20 Year,School attendence not Stated,Female,71
Baitadi,Mahakali,Hill,Far-Western,2068/69,2011/12,21 Year,Currently going to school,Male,175
