District,Zone,Ecological Belt,Development Region,Year (BS),Year (AD),Gender,Age-Group,Population residing 5 years ago in foreign country,In number
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Male,05 - 14 Years,SAARC country (excluding india),0
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Male,05 - 14 Years,ASEAN country,0
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Male,05 - 14 Years,Middle East country,0
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Male,05 - 14 Years,Other Asian country,0
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Male,05 - 14 Years,European country,0
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Male,05 - 14 Years,North American country (USA/Canada),0
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Male,05 - 14 Years,Other countries,0
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Male,05 - 14 Years,Country not stated,0
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Male,15 - 59 Years,India,56
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Male,15 - 59 Years,SAARC country (excluding india),0
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Male,15 - 59 Years,ASEAN country,0
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Male,15 - 59 Years,Middle East country,0
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Male,15 - 59 Years,Other Asian country,0
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Male,15 - 59 Years,European country,0
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Male,15 - 59 Years,North American country (USA/Canada),0
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Male,15 - 59 Years,Other countries,0
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Male,15 - 59 Years,Country not stated,0
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Male,60+ Years,India,8
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Male,60+ Years,SAARC country (excluding india),0
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Male,60+ Years,ASEAN country,0
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Male,60+ Years,Middle East country,0
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Male,60+ Years,Other Asian country,0
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Male,60+ Years,European country,0
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Male,60+ Years,North American country (USA/Canada),0
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Male,60+ Years,Other countries,0
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Male,60+ Years,Country not stated,0
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Female,05 - 14 Years,India,47
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Female,05 - 14 Years,SAARC country (excluding india),0
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Female,05 - 14 Years,ASEAN country,0
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Female,05 - 14 Years,Middle East country,0
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Female,05 - 14 Years,Other Asian country,0
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Female,05 - 14 Years,European country,0
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Female,05 - 14 Years,North American country (USA/Canada),0
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Female,05 - 14 Years,Other countries,0
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Female,05 - 14 Years,Country not stated,0
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Female,15 - 59 Years,India,80
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Female,15 - 59 Years,SAARC country (excluding india),0
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Female,15 - 59 Years,ASEAN country,0
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Female,15 - 59 Years,Middle East country,0
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Female,15 - 59 Years,Other Asian country,0
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Female,15 - 59 Years,European country,9
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Female,15 - 59 Years,North American country (USA/Canada),0
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Female,15 - 59 Years,Other countries,0
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Female,15 - 59 Years,Country not stated,0
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Female,60+ Years,India,0
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Female,60+ Years,SAARC country (excluding india),0
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Female,60+ Years,ASEAN country,0
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Female,60+ Years,Middle East country,0
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Female,60+ Years,Other Asian country,0
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Female,60+ Years,European country,0
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Female,60+ Years,North American country (USA/Canada),0
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Female,60+ Years,Other countries,0
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Female,60+ Years,Country not stated,0
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Male,05 - 14 Years,India,292
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Male,05 - 14 Years,SAARC country (excluding india),0
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Male,05 - 14 Years,ASEAN country,0
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Male,05 - 14 Years,Middle East country,0
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Male,05 - 14 Years,Other Asian country,0
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Male,05 - 14 Years,European country,0
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Male,05 - 14 Years,North American country (USA/Canada),0
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Male,05 - 14 Years,Other countries,0
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Male,05 - 14 Years,Country not stated,8
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Male,15 - 59 Years,India,482
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Male,15 - 59 Years,SAARC country (excluding india),0
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Male,15 - 59 Years,ASEAN country,40
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Male,15 - 59 Years,Middle East country,33
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Male,15 - 59 Years,Other Asian country,0
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Male,15 - 59 Years,European country,0
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Male,15 - 59 Years,North American country (USA/Canada),0
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Male,15 - 59 Years,Other countries,8
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Male,15 - 59 Years,Country not stated,32
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Male,60+ Years,India,57
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Male,60+ Years,SAARC country (excluding india),0
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Male,60+ Years,ASEAN country,0
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Male,60+ Years,Middle East country,0
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Male,60+ Years,Other Asian country,0
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Male,60+ Years,European country,0
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Male,60+ Years,North American country (USA/Canada),0
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Male,60+ Years,Other countries,0
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Male,60+ Years,Country not stated,8
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Female,05 - 14 Years,India,229
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Female,05 - 14 Years,SAARC country (excluding india),0
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Female,05 - 14 Years,ASEAN country,0
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Female,05 - 14 Years,Middle East country,0
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Female,05 - 14 Years,Other Asian country,0
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Female,05 - 14 Years,European country,7
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Female,05 - 14 Years,North American country (USA/Canada),0
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Female,05 - 14 Years,Other countries,0
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Female,05 - 14 Years,Country not stated,17
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Female,15 - 59 Years,India,2342
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Female,15 - 59 Years,SAARC country (excluding india),0
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Female,15 - 59 Years,ASEAN country,8
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Female,15 - 59 Years,Middle East country,8
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Female,15 - 59 Years,Other Asian country,8
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Female,15 - 59 Years,European country,0
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Female,15 - 59 Years,North American country (USA/Canada),0
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Female,15 - 59 Years,Other countries,0
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Female,15 - 59 Years,Country not stated,24
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Female,60+ Years,India,75
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Female,60+ Years,SAARC country (excluding india),0
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Female,60+ Years,ASEAN country,0
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Female,60+ Years,Middle East country,0
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Female,60+ Years,Other Asian country,0
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Female,60+ Years,European country,0
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Female,60+ Years,North American country (USA/Canada),0
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Female,60+ Years,Other countries,0
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Female,60+ Years,Country not stated,16
Bara,Narayani,Terai,Central,2068/69,2011/12,Male,05 - 14 Years,India,57
Bara,Narayani,Terai,Central,2068/69,2011/12,Male,05 - 14 Years,SAARC country (excluding india),0
Bara,Narayani,Terai,Central,2068/69,2011/12,Male,05 - 14 Years,ASEAN country,0
Bara,Narayani,Terai,Central,2068/69,2011/12,Male,05 - 14 Years,Middle East country,0
Bara,Narayani,Terai,Central,2068/69,2011/12,Male,05 - 14 Years,Other Asian country,0
Bara,Narayani,Terai,Central,2068/69,2011/12,Male,05 - 14 Years,European country,0
Bara,Narayani,Terai,Central,2068/69,2011/12,Male,05 - 14 Years,North American country (USA/Canada),0
Bara,Narayani,Terai,Central,2068/69,2011/12,Male,05 - 14 Years,Other countries,0
Bara,Narayani,Terai,Central,2068/69,2011/12,Male,05 - 14 Years,Country not stated,0
Bara,Narayani,Terai,Central,2068/69,2011/12,Male,15 - 59 Years,India,389
Bara,Narayani,Terai,Central,2068/69,2011/12,Male,15 - 59 Years,SAARC country (excluding india),0
Bara,Narayani,Terai,Central,2068/69,2011/12,Male,15 - 59 Years,ASEAN country,8
Bara,Narayani,Terai,Central,2068/69,2011/12,Male,15 - 59 Years,Middle East country,57
Bara,Narayani,Terai,Central,2068/69,2011/12,Male,15 - 59 Years,Other Asian country,2
Bara,Narayani,Terai,Central,2068/69,2011/12,Male,15 - 59 Years,European country,17
Bara,Narayani,Terai,Central,2068/69,2011/12,Male,15 - 59 Years,North American country (USA/Canada),1
Bara,Narayani,Terai,Central,2068/69,2011/12,Male,15 - 59 Years,Other countries,0
Bara,Narayani,Terai,Central,2068/69,2011/12,Male,15 - 59 Years,Country not stated,24
Bara,Narayani,Terai,Central,2068/69,2011/12,Male,60+ Years,India,17
Bara,Narayani,Terai,Central,2068/69,2011/12,Male,60+ Years,SAARC country (excluding india),0
Bara,Narayani,Terai,Central,2068/69,2011/12,Male,60+ Years,ASEAN country,0
Bara,Narayani,Terai,Central,2068/69,2011/12,Male,60+ Years,Middle East country,0
Bara,Narayani,Terai,Central,2068/69,2011/12,Male,60+ Years,Other Asian country,0
Bara,Narayani,Terai,Central,2068/69,2011/12,Male,60+ Years,European country,0
Bara,Narayani,Terai,Central,2068/69,2011/12,Male,60+ Years,North American country (USA/Canada),0
Bara,Narayani,Terai,Central,2068/69,2011/12,Male,60+ Years,Other countries,0
Bara,Narayani,Terai,Central,2068/69,2011/12,Male,60+ Years,Country not stated,1
Bara,Narayani,Terai,Central,2068/69,2011/12,Female,05 - 14 Years,India,175
Bara,Narayani,Terai,Central,2068/69,2011/12,Female,05 - 14 Years,SAARC country (excluding india),0
Bara,Narayani,Terai,Central,2068/69,2011/12,Female,05 - 14 Years,ASEAN country,0
Bara,Narayani,Terai,Central,2068/69,2011/12,Female,05 - 14 Years,Middle East country,0
Bara,Narayani,Terai,Central,2068/69,2011/12,Female,05 - 14 Years,Other Asian country,0
Bara,Narayani,Terai,Central,2068/69,2011/12,Female,05 - 14 Years,European country,0
Bara,Narayani,Terai,Central,2068/69,2011/12,Female,05 - 14 Years,North American country (USA/Canada),0
Bara,Narayani,Terai,Central,2068/69,2011/12,Female,05 - 14 Years,Other countries,0
Bara,Narayani,Terai,Central,2068/69,2011/12,Female,05 - 14 Years,Country not stated,2
Bara,Narayani,Terai,Central,2068/69,2011/12,Female,15 - 59 Years,India,2243
Bara,Narayani,Terai,Central,2068/69,2011/12,Female,15 - 59 Years,SAARC country (excluding india),0
Bara,Narayani,Terai,Central,2068/69,2011/12,Female,15 - 59 Years,ASEAN country,0
Bara,Narayani,Terai,Central,2068/69,2011/12,Female,15 - 59 Years,Middle East country,8
Bara,Narayani,Terai,Central,2068/69,2011/12,Female,15 - 59 Years,Other Asian country,0
Bara,Narayani,Terai,Central,2068/69,2011/12,Female,15 - 59 Years,European country,24
Bara,Narayani,Terai,Central,2068/69,2011/12,Female,15 - 59 Years,North American country (USA/Canada),0
Bara,Narayani,Terai,Central,2068/69,2011/12,Female,15 - 59 Years,Other countries,17
Bara,Narayani,Terai,Central,2068/69,2011/12,Female,15 - 59 Years,Country not stated,34
Bara,Narayani,Terai,Central,2068/69,2011/12,Female,60+ Years,India,114
Bara,Narayani,Terai,Central,2068/69,2011/12,Female,60+ Years,SAARC country (excluding india),0
Bara,Narayani,Terai,Central,2068/69,2011/12,Female,60+ Years,ASEAN country,0
Bara,Narayani,Terai,Central,2068/69,2011/12,Female,60+ Years,Middle East country,0
Bara,Narayani,Terai,Central,2068/69,2011/12,Female,60+ Years,Other Asian country,0
Bara,Narayani,Terai,Central,2068/69,2011/12,Female,60+ Years,European country,0
Bara,Narayani,Terai,Central,2068/69,2011/12,Female,60+ Years,North American country (USA/Canada),0
Bara,Narayani,Terai,Central,2068/69,2011/12,Female,60+ Years,Other countries,0
Bara,Narayani,Terai,Central,2068/69,2011/12,Female,60+ Years,Country not stated,1
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Male,05 - 14 Years,India,174
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Male,05 - 14 Years,SAARC country (excluding india),0
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Male,05 - 14 Years,ASEAN country,0
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Male,05 - 14 Years,Middle East country,0
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Male,05 - 14 Years,Other Asian country,0
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Male,05 - 14 Years,European country,0
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Male,05 - 14 Years,North American country (USA/Canada),0
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Male,05 - 14 Years,Other countries,0
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Male,05 - 14 Years,Country not stated,0
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Male,15 - 59 Years,India,179
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Male,15 - 59 Years,SAARC country (excluding india),0
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Male,15 - 59 Years,ASEAN country,0
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Male,15 - 59 Years,Middle East country,0
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Male,15 - 59 Years,Other Asian country,0
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Male,15 - 59 Years,European country,0
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Male,15 - 59 Years,North American country (USA/Canada),0
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Male,15 - 59 Years,Other countries,8
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Male,15 - 59 Years,Country not stated,16
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Male,60+ Years,India,33
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Male,60+ Years,SAARC country (excluding india),0
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Male,60+ Years,ASEAN country,0
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Male,60+ Years,Middle East country,0
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Male,60+ Years,Other Asian country,0
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Male,60+ Years,European country,0
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Male,60+ Years,North American country (USA/Canada),0
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Male,60+ Years,Other countries,0
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Male,60+ Years,Country not stated,9
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Female,05 - 14 Years,India,130
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Female,05 - 14 Years,SAARC country (excluding india),0
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Female,05 - 14 Years,ASEAN country,0
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Female,05 - 14 Years,Middle East country,0
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Female,05 - 14 Years,Other Asian country,0
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Female,05 - 14 Years,European country,0
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Female,05 - 14 Years,North American country (USA/Canada),0
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Female,05 - 14 Years,Other countries,0
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Female,05 - 14 Years,Country not stated,0
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Female,15 - 59 Years,India,544
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Female,15 - 59 Years,SAARC country (excluding india),0
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Female,15 - 59 Years,ASEAN country,0
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Female,15 - 59 Years,Middle East country,0
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Female,15 - 59 Years,Other Asian country,0
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Female,15 - 59 Years,European country,0
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Female,15 - 59 Years,North American country (USA/Canada),0
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Female,15 - 59 Years,Other countries,0
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Female,15 - 59 Years,Country not stated,8
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Female,60+ Years,India,15
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Female,60+ Years,SAARC country (excluding india),0
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Female,60+ Years,ASEAN country,0
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Female,60+ Years,Middle East country,0
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Female,60+ Years,Other Asian country,0
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Female,60+ Years,European country,0
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Female,60+ Years,North American country (USA/Canada),0
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Female,60+ Years,Other countries,0
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Female,60+ Years,Country not stated,0
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Male,05 - 14 Years,India,49
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Male,05 - 14 Years,SAARC country (excluding india),0
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Male,05 - 14 Years,ASEAN country,0
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Male,05 - 14 Years,Middle East country,0
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Male,05 - 14 Years,Other Asian country,0
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Male,05 - 14 Years,European country,0
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Male,05 - 14 Years,North American country (USA/Canada),0
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Male,05 - 14 Years,Other countries,8
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Male,05 - 14 Years,Country not stated,0
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Male,15 - 59 Years,India,365
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Male,15 - 59 Years,SAARC country (excluding india),8
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Male,15 - 59 Years,ASEAN country,73
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Male,15 - 59 Years,Middle East country,145
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Male,15 - 59 Years,Other Asian country,16
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Male,15 - 59 Years,European country,16
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Male,15 - 59 Years,North American country (USA/Canada),9
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Male,15 - 59 Years,Other countries,0
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Male,15 - 59 Years,Country not stated,8
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Male,60+ Years,India,8
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Male,60+ Years,SAARC country (excluding india),0
