District,Vdc,Gender/Household,Number
Morang,Rajghat,Population Male,5661
Morang,Rajghat,Population Female,6874
Morang,Ramite Khola,Total households,618
Morang,Ramite Khola,Population Male,1652
Morang,Ramite Khola,Population Female,1717
Morang,Rangeli,Total households,3169
Morang,Rangeli,Population Male,7797
Morang,Rangeli,Population Female,7735
Morang,Sanischare,Total households,5702
Morang,Sanischare,Population Male,11076
Morang,Sanischare,Population Female,13561
Morang,Sidharaha,Total households,934
Morang,Sidharaha,Population Male,1681
Morang,Sidharaha,Population Female,1928
Morang,Sijuwa,Total households,2559
Morang,Sijuwa,Population Male,5134
Morang,Sijuwa,Population Female,5945
Morang,Sinhadevi Sombare,Total households,566
Morang,Sinhadevi Sombare,Population Male,1163
Morang,Sinhadevi Sombare,Population Female,1315
Morang,Sisabanibadahara,Total households,1197
Morang,Sisabanibadahara,Population Male,2337
Morang,Sisabanibadahara,Population Female,2581
Morang,Sisawanijahada,Total households,1586
Morang,Sisawanijahada,Population Male,4191
Morang,Sisawanijahada,Population Female,4042
Morang,Sorabhag,Total households,2474
Morang,Sorabhag,Population Male,5877
Morang,Sorabhag,Population Female,6181
Morang,Sundarpur,Total households,4312
Morang,Sundarpur,Population Male,8771
Morang,Sundarpur,Population Female,9994
Morang,Takuwa,Total households,1771
Morang,Takuwa,Population Male,3803
Morang,Takuwa,Population Female,3978
Morang,Tandi,Total households,2086
Morang,Tandi,Population Male,4317
Morang,Tandi,Population Female,5091
Morang,Tankisinuwari,Total households,4905
Morang,Tankisinuwari,Population Male,10613
Morang,Tankisinuwari,Population Female,10355
Morang,Tetariya,Total households,1439
Morang,Tetariya,Population Male,2783
Morang,Tetariya,Population Female,3020
Morang,Thalaha,Total households,1713
Morang,Thalaha,Population Male,4172
Morang,Thalaha,Population Female,4232
Morang,Urlabari,Total households,8165
Morang,Urlabari,Population Male,16285
Morang,Urlabari,Population Female,18881
Morang,Warangi,Total households,679
Morang,Warangi,Population Male,1485
Morang,Warangi,Population Female,1664
Morang,Yangshila,Total households,1451
Morang,Yangshila,Population Male,2900
Morang,Yangshila,Population Female,3572
Morang,Institutional,Total households,127
Morang,Institutional,Population Male,4819
Morang,Institutional,Population Female,983
Sunsari,Ekamba,Total households,1983
Sunsari,Ekamba,Population Male,4149
Sunsari,Ekamba,Population Female,4712
Sunsari,Amaduwa,Total households,1837
Sunsari,Amaduwa,Population Male,4699
Sunsari,Amaduwa,Population Female,4517
Sunsari,Amahibelaha,Total households,1431
Sunsari,Amahibelaha,Population Male,3599
Sunsari,Amahibelaha,Population Female,3556
Sunsari,Aurabani,Total households,1719
Sunsari,Aurabani,Population Male,3869
Sunsari,Aurabani,Population Female,4069
Sunsari,Babiya,Total households,1545
Sunsari,Babiya,Population Male,4220
Sunsari,Babiya,Population Female,4306
Sunsari,Bakalauri,Total households,3092
Sunsari,Bakalauri,Population Male,6459
Sunsari,Bakalauri,Population Female,7444
Sunsari,Barahachhetra,Total households,3013
Sunsari,Barahachhetra,Population Male,5781
Sunsari,Barahachhetra,Population Female,6718
Sunsari,Basantapur,Total households,895
Sunsari,Basantapur,Population Male,2932
Sunsari,Basantapur,Population Female,2773
Sunsari,Bhadgaun Sinawari,Total households,3837
Sunsari,Bhadgaun Sinawari,Population Male,8069
Sunsari,Bhadgaun Sinawari,Population Female,9199
Sunsari,Bhaluwa,Total households,912
Sunsari,Bhaluwa,Population Male,2130
Sunsari,Bhaluwa,Population Female,2170
Sunsari,Bharaul,Total households,4431
Sunsari,Bharaul,Population Male,8947
Sunsari,Bharaul,Population Female,10519
Sunsari,Bhokraha,Total households,3399
Sunsari,Bhokraha,Population Male,9381
Sunsari,Bhokraha,Population Female,10034
Sunsari,Bishnupaduka,Total households,1080
Sunsari,Bishnupaduka,Population Male,2194
Sunsari,Bishnupaduka,Population Female,2429
Sunsari,Chandwela,Total households,1379
Sunsari,Chandwela,Population Male,3231
Sunsari,Chandwela,Population Female,3469
Sunsari,Chhitaha,Total households,1882
Sunsari,Chhitaha,Population Male,4801
Sunsari,Chhitaha,Population Female,4986
Sunsari,Chimadi,Total households,1390
Sunsari,Chimadi,Population Male,3182
Sunsari,Chimadi,Population Female,3262
Sunsari,Dewanganj,Total households,1311
Sunsari,Dewanganj,Population Male,3839
Sunsari,Dewanganj,Population Female,3645
Sunsari,Dharan Municipality,Total households,27750
Sunsari,Dharan Municipality,Population Male,54599
Sunsari,Dharan Municipality,Population Female,61582
Sunsari,Ghuskee,Total households,1786
Sunsari,Ghuskee,Population Male,5231
Sunsari,Ghuskee,Population Female,5700
Sunsari,Duhabi,Total households,4415
Sunsari,Duhabi,Population Male,10667
Sunsari,Duhabi,Population Female,10578
Sunsari,Dumraha,Total households,3492
Sunsari,Dumraha,Population Male,7856
Sunsari,Dumraha,Population Female,8672
Sunsari,Gautampur,Total households,723
Sunsari,Gautampur,Population Male,2061
Sunsari,Gautampur,Population Female,1992
Sunsari,Hansaposa,Total households,5915
Sunsari,Hansaposa,Population Male,11470
Sunsari,Hansaposa,Population Female,13990
Sunsari,Harinagara,Total households,1418
Sunsari,Harinagara,Population Male,3919
Sunsari,Harinagara,Population Female,3901
Sunsari,Haripur,Total households,2316
Sunsari,Haripur,Population Male,6068
Sunsari,Haripur,Population Female,5965
Sunsari,Inaruwa Municipality,Total households,6195
Sunsari,Inaruwa Municipality,Population Male,14174
Sunsari,Inaruwa Municipality,Population Female,14280
Sunsari,Itahari Municipality,Total households,18270
Sunsari,Itahari Municipality,Population Male,35439
Sunsari,Itahari Municipality,Population Female,39062
Sunsari,Jalpapur,Total households,1066
Sunsari,Jalpapur,Population Male,3247
Sunsari,Jalpapur,Population Female,3386
Sunsari,Kaptanganj,Total households,1578
Sunsari,Kaptanganj,Population Male,4603
Sunsari,Kaptanganj,Population Female,4423
Sunsari,Khanar,Total households,5130
Sunsari,Khanar,Population Male,10217
Sunsari,Khanar,Population Female,10106
Sunsari,Laukahi,Total households,861
Sunsari,Laukahi,Population Male,2581
Sunsari,Laukahi,Population Female,2457
Sunsari,Madhelee,Total households,1549
Sunsari,Madhelee,Population Male,3722
Sunsari,Madhelee,Population Female,3898
Sunsari,Madhesa,Total households,1395
Sunsari,Madhesa,Population Male,2781
Sunsari,Madhesa,Population Female,3241
Sunsari,Madhuwan,Total households,1471
Sunsari,Madhuwan,Population Male,3691
Sunsari,Madhuwan,Population Female,4015
Sunsari,Madhyaharshahi,Total households,1047
Sunsari,Madhyaharshahi,Population Male,2741
Sunsari,Madhyaharshahi,Population Female,2685
Sunsari,Mahendranagar,Total households,5431
Sunsari,Mahendranagar,Population Male,10783
Sunsari,Mahendranagar,Population Female,12848
Sunsari,Narsinghatappu,Total households,3399
Sunsari,Narsinghatappu,Population Male,10473
Sunsari,Narsinghatappu,Population Female,10621
Sunsari,Pakali,Total households,2496
Sunsari,Pakali,Population Male,5291
Sunsari,Pakali,Population Female,6081
Sunsari,Panchakanya,Total households,3863
Sunsari,Panchakanya,Population Male,7878
Sunsari,Panchakanya,Population Female,9023
Sunsari,Pashchim Kushaha,Total households,2106
Sunsari,Pashchim Kushaha,Population Male,5735
Sunsari,Pashchim Kushaha,Population Female,5761
Sunsari,Prakashpur,Total households,3206
Sunsari,Prakashpur,Population Male,6359
Sunsari,Prakashpur,Population Female,7746
Sunsari,Purbakushaha,Total households,1529
Sunsari,Purbakushaha,Population Male,3865
Sunsari,Purbakushaha,Population Female,3847
Sunsari,Ramganj Belgachhi,Total households,1595
Sunsari,Ramganj Belgachhi,Population Male,4246
Sunsari,Ramganj Belgachhi,Population Female,4117
Sunsari,Rajganj Sinuwari,Total households,1641
Sunsari,Rajganj Sinuwari,Population Male,4654
Sunsari,Rajganj Sinuwari,Population Female,4419
Sunsari,Ramnagar Bhutaha,Total households,2020
Sunsari,Ramnagar Bhutaha,Population Male,5996
Sunsari,Ramnagar Bhutaha,Population Female,6341
Sunsari,Sahebganj,Total households,784
Sunsari,Sahebganj,Population Male,2026
Sunsari,Sahebganj,Population Female,2038
Sunsari,Satterjhora,Total households,1889
Sunsari,Satterjhora,Population Male,4539
Sunsari,Satterjhora,Population Female,4968
Sunsari,Simariya,Total households,1178
Sunsari,Simariya,Population Male,2655
Sunsari,Simariya,Population Female,2762
Sunsari,Singiya,Total households,2510
Sunsari,Singiya,Population Male,5142
Sunsari,Singiya,Population Female,6139
Sunsari,Sonapur,Total households,2604
Sunsari,Sonapur,Population Male,5880
Sunsari,Sonapur,Population Female,5827
Sunsari,Sripurjabdi,Total households,3260
Sunsari,Sripurjabdi,Population Male,7570
Sunsari,Sripurjabdi,Population Female,7489
Sunsari,Tanamuna,Total households,1255
Sunsari,Tanamuna,Population Male,2910
Sunsari,Tanamuna,Population Female,2925
Sunsari,Institutional,Total households,128
Sunsari,Institutional,Population Male,8678
Sunsari,Institutional,Population Female,1565
Dhankuta,Ahale,Total households,887
Dhankuta,Ahale,Population Male,1948
Dhankuta,Ahale,Population Female,2102
Dhankuta,Ankhisalla,Total households,1228
Dhankuta,Ankhisalla,Population Male,2591
Dhankuta,Ankhisalla,Population Female,2875
Dhankuta,Arkhaule Jitpur,Total households,934
Dhankuta,Arkhaule Jitpur,Population Male,1818
Dhankuta,Arkhaule Jitpur,Population Female,2166
Dhankuta,Basantatar,Total households,648
Dhankuta,Basantatar,Population Male,1240
Dhankuta,Basantatar,Population Female,1518
Dhankuta,Belhara,Total households,1281
Dhankuta,Belhara,Population Male,2829
Dhankuta,Belhara,Population Female,3053
Dhankuta,Bhirgaun,Total households,975
Dhankuta,Bhirgaun,Population Male,1960
Dhankuta,Bhirgaun,Population Female,2337
Dhankuta,Bodhe,Total households,691
Dhankuta,Bodhe,Population Male,1412
Dhankuta,Bodhe,Population Female,1644
Dhankuta,Chha Nambar Budhabare,Total households,446
Dhankuta,Chha Nambar Budhabare,Population Male,855
Dhankuta,Chha Nambar Budhabare,Population Female,977
Dhankuta,Budi Morang,Total households,847
Dhankuta,Budi Morang,Population Male,1667
Dhankuta,Budi Morang,Population Female,1936
Dhankuta,Chanuwa,Total households,831
Dhankuta,Chanuwa,Population Male,1679
Dhankuta,Chanuwa,Population Female,2038
Dhankuta,Chhintang,Total households,1822
Dhankuta,Chhintang,Population Male,4496
Dhankuta,Chhintang,Population Female,4883
Dhankuta,Chungwang,Total households,958
Dhankuta,Chungwang,Population Male,1894
Dhankuta,Chungwang,Population Female,2235
Dhankuta,Danda Bazar,Total households,664
Dhankuta,Danda Bazar,Population Male,1243
Dhankuta,Danda Bazar,Population Female,1468
Dhankuta,Dandagaun,Total households,450
Dhankuta,Dandagaun,Population Male,943
Dhankuta,Dandagaun,Population Female,1163
Dhankuta,Dhankuta Municipality,Total households,7204
Dhankuta,Dhankuta Municipality,Population Male,12378
Dhankuta,Dhankuta Municipality,Population Female,14062
Dhankuta,Faksib,Total households,380
Dhankuta,Faksib,Population Male,747
Dhankuta,Faksib,Population Female,844
Dhankuta,Falate,Total households,582
Dhankuta,Falate,Population Male,1233
Dhankuta,Falate,Population Female,1449
Dhankuta,Ghorlikharka,Total households,601
Dhankuta,Ghorlikharka,Population Male,1207
Dhankuta,Ghorlikharka,Population Female,1395
Dhankuta,Hathikharka,Total households,1132
Dhankuta,Hathikharka,Population Male,2299
Dhankuta,Hathikharka,Population Female,2669
Dhankuta,Khoku,Total households,826
Dhankuta,Khoku,Population Male,1844
Dhankuta,Khoku,Population Female,2071
Dhankuta,Khuwaphok,Total households,644
Dhankuta,Khuwaphok,Population Male,1149
Dhankuta,Khuwaphok,Population Female,1432
Dhankuta,Kurule Tenupa,Total households,874
Dhankuta,Kurule Tenupa,Population Male,1733
Dhankuta,Kurule Tenupa,Population Female,2078
Dhankuta,Leguwa,Total households,1081
Dhankuta,Leguwa,Population Male,2171
Dhankuta,Leguwa,Population Female,2551
Dhankuta,Mahabharat,Total households,943
Dhankuta,Mahabharat,Population Male,1921
Dhankuta,Mahabharat,Population Female,2102
Dhankuta,Marek Katahare,Total households,1334
Dhankuta,Marek Katahare,Population Male,2863
Dhankuta,Marek Katahare,Population Female,3333
Dhankuta,Maunabudhuk,Total households,584
Dhankuta,Maunabudhuk,Population Male,1114
Dhankuta,Maunabudhuk,Population Female,1455
Dhankuta,Mudhebas,Total households,652
Dhankuta,Mudhebas,Population Male,1199
Dhankuta,Mudhebas,Population Female,1481
Dhankuta,Muga,Total households,869
Dhankuta,Muga,Population Male,1862
Dhankuta,Muga,Population Female,2246
Dhankuta,Murtidhunga,Total households,852
Dhankuta,Murtidhunga,Population Male,1863
Dhankuta,Murtidhunga,Population Female,2212
Dhankuta,Pakhribas,Total households,1136
Dhankuta,Pakhribas,Population Male,2191
Dhankuta,Pakhribas,Population Female,2620
Dhankuta,Parewadin,Total households,1611
Dhankuta,Parewadin,Population Male,3165
Dhankuta,Parewadin,Population Female,3764
Dhankuta,Raja Rani,Total households,647
Dhankuta,Raja Rani,Population Male,1170
Dhankuta,Raja Rani,Population Female,1407
Dhankuta,Sanne,Total households,831
Dhankuta,Sanne,Population Male,1667
Dhankuta,Sanne,Population Female,2079
Dhankuta,Tankhuwa,Total households,999
Dhankuta,Tankhuwa,Population Male,1882
Dhankuta,Tankhuwa,Population Female,2347
Dhankuta,Telia,Total households,490
Dhankuta,Telia,Population Male,1000
Dhankuta,Telia,Population Female,1196
Dhankuta,Vedetar,Total households,682
Dhankuta,Vedetar,Population Male,1414
Dhankuta,Vedetar,Population Female,1563
Dhankuta,Institutional,Total households,21
Dhankuta,Institutional,Population Male,1868
Dhankuta,Institutional,Population Female,146
Terhathum,Ambung,Total households,790
Terhathum,Ambung,Population Male,1681
Terhathum,Ambung,Population Female,1932
Terhathum,Angdeem,Total households,443
Terhathum,Angdeem,Population Male,898
Terhathum,Angdeem,Population Female,1088
Terhathum,Basantapur,Total households,1111
Terhathum,Basantapur,Population Male,2261
Terhathum,Basantapur,Population Female,2578
Terhathum,Chhate Dhunga,Total households,661
Terhathum,Chhate Dhunga,Population Male,1485
Terhathum,Chhate Dhunga,Population Female,1743
Terhathum,Chuhandanda,Total households,771
Terhathum,Chuhandanda,Population Male,1632
Terhathum,Chuhandanda,Population Female,1909
Terhathum,Dangapa,Total households,495
Terhathum,Dangapa,Population Male,1081
Terhathum,Dangapa,Population Female,1431
Terhathum,Eseebu,Total households,616
Terhathum,Eseebu,Population Male,1305
Terhathum,Eseebu,Population Female,1541
Terhathum,Ewa,Total households,701
Terhathum,Ewa,Population Male,1535
Terhathum,Ewa,Population Female,1827
Terhathum,Hamarjung,Total households,731
Terhathum,Hamarjung,Population Male,1526
Terhathum,Hamarjung,Population Female,1796
Terhathum,Hwaku,Total households,644
Terhathum,Hwaku,Population Male,1448
Terhathum,Hwaku,Population Female,1627
Terhathum,Jaljale,Total households,758
Terhathum,Jaljale,Population Male,1633
Terhathum,Jaljale,Population Female,1930
Terhathum,Jirikhimti,Total households,744
Terhathum,Jirikhimti,Population Male,1503
Terhathum,Jirikhimti,Population Female,1754
Terhathum,Khamlalung,Total households,615
Terhathum,Khamlalung,Population Male,1423
Terhathum,Khamlalung,Population Female,1595
Terhathum,Morahang,Total households,784
Terhathum,Morahang,Population Male,1621
Terhathum,Morahang,Population Female,1956
Terhathum,Myanglung,Total households,1690
Terhathum,Myanglung,Population Male,3150
Terhathum,Myanglung,Population Female,3575
Terhathum,Okhre,Total households,807
Terhathum,Okhre,Population Male,1746
Terhathum,Okhre,Population Female,1981
Terhathum,Oyakjung,Total households,1007
Terhathum,Oyakjung,Population Male,2150
Terhathum,Oyakjung,Population Female,2577
Terhathum,Panchakanya Pokhari,Total households,455
Terhathum,Panchakanya Pokhari,Population Male,963
Terhathum,Panchakanya Pokhari,Population Female,1134
