District,Zone,Ecological Belt,Development Region,Year (BS),Year (AD),Caste,Indicator,Value
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Urdu,Female,4820
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Magar,Male,1453
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Magar,Female,1550
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Maithili,Male,977
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Maithili,Female,873
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Hindi,Male,963
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Hindi,Female,877
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Bhojpuri,Male,646
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Bhojpuri,Female,599
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Gurung,Male,546
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Gurung,Female,666
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Newari,Male,450
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Newari,Female,461
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Raji,Male,365
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Raji,Female,366
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Tamang,Male,264
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Tamang,Female,317
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Sonaha,Male,248
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Sonaha,Female,255
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Doteli,Male,211
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Doteli,Female,119
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Santhali,Male,89
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Santhali,Female,79
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Assami,Male,69
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Assami,Female,84
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Yakkha,Male,65
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Yakkha,Female,74
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Sign Language,Male,55
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Sign Language,Female,40
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Achhami,Male,31
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Achhami,Female,51
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Sherpa,Male,29
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Sherpa,Female,40
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Bote,Male,23
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Bote,Female,17
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Darai,Male,13
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Darai,Female,22
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Bangla,Male,19
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Bangla,Female,9
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Chhantyal,Male,4
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Chhantyal,Female,21
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Rai,Male,15
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Rai,Female,10
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Limbu,Male,6
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Limbu,Female,9
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Dailekhi,Male,8
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Dailekhi,Female,6
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Jumli,Male,3
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Jumli,Female,10
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Others,Male,22
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Others,Female,25
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Not Reported,Male,37
Bardiya,Bheri,Terai,Mid-Western,2068/69,2011/12,Not Reported,Female,22
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Nepali,Male,72335
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Nepali,Female,69411
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Newari,Male,63098
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Newari,Female,63494
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Tamang,Male,11929
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Tamang,Female,11905
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Maithili,Male,2214
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Maithili,Female,1126
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Magar,Male,766
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Magar,Female,736
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Bhojpuri,Male,1031
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Bhojpuri,Female,408
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Rai,Male,611
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Rai,Female,644
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Tharu,Male,539
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Tharu,Female,270
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Hindi,Male,514
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Hindi,Female,213
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Limbu,Male,330
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Limbu,Female,357
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Gurung,Male,228
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Gurung,Female,215
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Urdu,Male,186
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Urdu,Female,82
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Sunuwar,Male,98
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Sunuwar,Female,121
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Doteli,Male,146
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Doteli,Female,65
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Chamling,Male,80
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Chamling,Female,117
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Sherpa,Male,91
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Sherpa,Female,92
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Majhi,Male,51
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Majhi,Female,41
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Bangla,Male,63
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Bangla,Female,25
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Bantawa,Male,43
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Bantawa,Female,34
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Ghale,Male,29
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Ghale,Female,35
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,English,Male,41
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,English,Female,23
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Thami,Male,37
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Thami,Female,24
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Danuwar,Male,30
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Danuwar,Female,19
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Baitadeli,Male,26
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Baitadeli,Female,18
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Rajbanshi,Male,30
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Rajbanshi,Female,13
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Thulung,Male,19
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Thulung,Female,22
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Dhimal,Male,21
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Dhimal,Female,18
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Avadhi,Male,26
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Avadhi,Female,6
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Uranw/Urau,Male,13
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Uranw/Urau,Female,7
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Yakkha,Male,9
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Yakkha,Female,9
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Kham,Male,10
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Kham,Female,8
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Bahing,Male,9
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Bahing,Female,8
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Bajjika,Male,11
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Bajjika,Female,3
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Khaling,Male,4
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Khaling,Female,8
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Thakali,Male,6
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Thakali,Female,6
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Jirel,Male,5
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Jirel,Female,7
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Tajpuriya,Male,8
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Tajpuriya,Female,4
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Santhali,Male,9
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Santhali,Female,2
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Others,Male,161
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Others,Female,149
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Not Reported,Male,27
Bhaktapur,Bagmati,Hill,Central,2068/69,2011/12,Not Reported,Female,22
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Nepali,Male,42134
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Nepali,Female,47413
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Bantawa,Male,16775
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Bantawa,Female,19039
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Tamang,Male,6471
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Tamang,Female,7206
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Newari,Male,3879
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Newari,Female,4250
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Magar,Male,3002
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Magar,Female,3286
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Dungmali,Male,2497
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Dungmali,Female,2974
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Kulung,Male,2154
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Kulung,Female,2277
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Sampang,Male,1701
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Sampang,Female,1916
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Sherpa,Male,1231
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Sherpa,Female,1584
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Rai,Male,1251
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Rai,Female,1387
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Chamling,Male,1064
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Chamling,Female,1177
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Nachhiring,Male,648
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Nachhiring,Female,681
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Mewahang,Male,277
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Mewahang,Female,317
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Thulung,Male,282
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Thulung,Female,276
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Gurung,Male,273
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Gurung,Female,265
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Bhujel,Male,234
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Bhujel,Female,232
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Maithili,Male,272
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Maithili,Female,79
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Koyee,Male,151
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Koyee,Female,138
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Khaling,Male,123
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Khaling,Female,141
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Yakkha,Male,111
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Yakkha,Female,144
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Ghale,Male,112
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Ghale,Female,117
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Thami,Male,81
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Thami,Female,110
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Limbu,Male,84
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Limbu,Female,96
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Sanskrit,Male,64
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Sanskrit,Female,66
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Bhojpuri,Male,63
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Bhojpuri,Female,63
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Sunuwar,Male,44
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Sunuwar,Female,61
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Tharu,Male,76
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Tharu,Female,28
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Bahing,Male,36
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Bahing,Female,41
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Sam,Male,34
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Sam,Female,41
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Dumi,Male,37
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Dumi,Female,25
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Khash,Male,24
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Khash,Female,19
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Yamphu/Yamphe,Male,15
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Yamphu/Yamphe,Female,15
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Assami,Male,17
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Assami,Female,11
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Sign Language,Male,14
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Sign Language,Female,13
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Doteli,Male,8
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Doteli,Female,12
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Hindi,Male,13
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Hindi,Female,3
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Lhomi,Male,7
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Lhomi,Female,9
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Majhi,Male,7
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Majhi,Female,4
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Others,Male,622
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Others,Female,673
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Not Reported,Male,165
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,Not Reported,Female,217
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Nepali,Male,193605
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Nepali,Female,213177
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Tharu,Male,27436
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Tharu,Female,31477
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Tamang,Male,13945
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Tamang,Female,14596
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Chepang,Male,10888
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Chepang,Female,10648
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Gurung,Male,7435
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Gurung,Female,8954
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Bhojpuri,Male,6439
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Bhojpuri,Female,3229
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Magar,Male,4276
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Magar,Female,5045
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Newari,Male,4397
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Newari,Female,4777
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Darai,Male,3108
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Darai,Female,3517
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Maithili,Male,2190
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Maithili,Female,1382
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Hindi,Male,1799
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Hindi,Female,991
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Bote,Male,955
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Bote,Female,1057
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Urdu,Male,608
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Urdu,Female,352
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Rai,Male,296
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Rai,Female,228
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Kumal,Male,152
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Kumal,Female,150
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Kham,Male,132
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Kham,Female,153
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Rajsthani,Male,114
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Rajsthani,Female,100
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Bangla,Male,151
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Bangla,Female,53
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Hyolmo/Yholmo,Male,92
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Hyolmo/Yholmo,Female,90
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Ghale,Male,76
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Ghale,Female,97
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Thakali,Male,62
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Thakali,Female,83
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Limbu,Male,64
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Limbu,Female,75
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Bhujel,Male,63
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Bhujel,Female,62
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Sunuwar,Male,69
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Sunuwar,Female,29
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Sign Language,Male,44
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Sign Language,Female,39
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Danuwar,Male,46
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Danuwar,Female,35
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Doteli,Male,32
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Doteli,Female,41
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Sherpa,Male,38
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Sherpa,Female,26
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Majhi,Male,40
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Majhi,Female,16
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Avadhi,Male,25
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Avadhi,Female,14
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Bajjika,Male,29
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Bajjika,Female,6
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Thami,Male,26
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Thami,Female,5
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Dura,Male,13
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Dura,Female,17
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Yakkha,Male,16
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Yakkha,Female,10
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Santhali,Male,14
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Santhali,Female,7
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Punjabi,Male,9
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Punjabi,Female,10
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Chinese,Male,16
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Chinese,Female,3
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Nachhiring,Male,9
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Nachhiring,Female,7
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Chhantyal,Male,3
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Chhantyal,Female,9
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Others,Male,128
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Others,Female,98
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Not Reported,Male,247
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Not Reported,Female,232
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,Doteli,Male,60746
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,Doteli,Female,70339
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,Nepali,Male,4402
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,Nepali,Female,3842
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,Magar,Male,791
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,Magar,Female,812
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,Khamchi(Raute),Male,138
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,Khamchi(Raute),Female,113
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,Kham,Male,115
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,Kham,Female,136
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,Maithili,Male,93
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,Maithili,Female,66
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,Tharu,Male,47
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,Tharu,Female,29
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,Newari,Male,23
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,Newari,Female,21
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,Hindi,Male,25
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,Hindi,Female,18
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,Bhojpuri,Male,23
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,Bhojpuri,Female,19
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,Sign Language,Male,25
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,Sign Language,Female,17
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,Baitadeli,Male,22
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,Baitadeli,Female,9
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,Baram,Male,5
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,Baram,Female,23
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,Sherpa,Male,7
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,Sherpa,Female,11
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,Others,Male,85
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,Others,Female,73
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,Not Reported,Male,9
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,Not Reported,Female,10
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,Nepali,Male,124326
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,Nepali,Female,131943
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,Magar,Male,1908
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,Magar,Female,2110
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,Gurung,Male,306
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,Gurung,Female,335
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,Tamang,Male,135
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,Tamang,Female,117
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,Kham,Male,96
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,Kham,Female,108
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,Maithili,Male,73
