District,Zone,Ecological Belt,Development Region,Year (BS),Year (AD),Age-Group,Sex,Value
Achham,Seti,Hill,Far-Western,2068/69,2011/12,13 Year,Female,14
Achham,Seti,Hill,Far-Western,2068/69,2011/12,13 Year,Female,2200
Achham,Seti,Hill,Far-Western,2068/69,2011/12,13 Year,Female,1009
Achham,Seti,Hill,Far-Western,2068/69,2011/12,13 Year,Female,25
Achham,Seti,Hill,Far-Western,2068/69,2011/12,13 Year,Female,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,13 Year,Female,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,13 Year,Female,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,13 Year,Female,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,13 Year,Female,5
Achham,Seti,Hill,Far-Western,2068/69,2011/12,13 Year,Female,15
Achham,Seti,Hill,Far-Western,2068/69,2011/12,13 Year,Female,2
Achham,Seti,Hill,Far-Western,2068/69,2011/12,14 Year,Female,12
Achham,Seti,Hill,Far-Western,2068/69,2011/12,14 Year,Female,1671
Achham,Seti,Hill,Far-Western,2068/69,2011/12,14 Year,Female,1508
Achham,Seti,Hill,Far-Western,2068/69,2011/12,14 Year,Female,119
Achham,Seti,Hill,Far-Western,2068/69,2011/12,14 Year,Female,3
Achham,Seti,Hill,Far-Western,2068/69,2011/12,14 Year,Female,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,14 Year,Female,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,14 Year,Female,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,14 Year,Female,5
Achham,Seti,Hill,Far-Western,2068/69,2011/12,14 Year,Female,21
Achham,Seti,Hill,Far-Western,2068/69,2011/12,14 Year,Female,3
Achham,Seti,Hill,Far-Western,2068/69,2011/12,15 Year,Female,7
Achham,Seti,Hill,Far-Western,2068/69,2011/12,15 Year,Female,1028
Achham,Seti,Hill,Far-Western,2068/69,2011/12,15 Year,Female,1386
Achham,Seti,Hill,Far-Western,2068/69,2011/12,15 Year,Female,245
Achham,Seti,Hill,Far-Western,2068/69,2011/12,15 Year,Female,19
Achham,Seti,Hill,Far-Western,2068/69,2011/12,15 Year,Female,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,15 Year,Female,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,15 Year,Female,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,15 Year,Female,3
Achham,Seti,Hill,Far-Western,2068/69,2011/12,15 Year,Female,33
Achham,Seti,Hill,Far-Western,2068/69,2011/12,15 Year,Female,1
Achham,Seti,Hill,Far-Western,2068/69,2011/12,16 - 19 Years,Female,35
Achham,Seti,Hill,Far-Western,2068/69,2011/12,16 - 19 Years,Female,1733
Achham,Seti,Hill,Far-Western,2068/69,2011/12,16 - 19 Years,Female,2876
Achham,Seti,Hill,Far-Western,2068/69,2011/12,16 - 19 Years,Female,2184
Achham,Seti,Hill,Far-Western,2068/69,2011/12,16 - 19 Years,Female,674
Achham,Seti,Hill,Far-Western,2068/69,2011/12,16 - 19 Years,Female,180
Achham,Seti,Hill,Far-Western,2068/69,2011/12,16 - 19 Years,Female,5
Achham,Seti,Hill,Far-Western,2068/69,2011/12,16 - 19 Years,Female,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,16 - 19 Years,Female,3
Achham,Seti,Hill,Far-Western,2068/69,2011/12,16 - 19 Years,Female,228
Achham,Seti,Hill,Far-Western,2068/69,2011/12,16 - 19 Years,Female,11
Achham,Seti,Hill,Far-Western,2068/69,2011/12,20 - 24 Years,Female,62
Achham,Seti,Hill,Far-Western,2068/69,2011/12,20 - 24 Years,Female,1113
Achham,Seti,Hill,Far-Western,2068/69,2011/12,20 - 24 Years,Female,794
Achham,Seti,Hill,Far-Western,2068/69,2011/12,20 - 24 Years,Female,917
Achham,Seti,Hill,Far-Western,2068/69,2011/12,20 - 24 Years,Female,807
Achham,Seti,Hill,Far-Western,2068/69,2011/12,20 - 24 Years,Female,791
Achham,Seti,Hill,Far-Western,2068/69,2011/12,20 - 24 Years,Female,62
Achham,Seti,Hill,Far-Western,2068/69,2011/12,20 - 24 Years,Female,4
Achham,Seti,Hill,Far-Western,2068/69,2011/12,20 - 24 Years,Female,4
Achham,Seti,Hill,Far-Western,2068/69,2011/12,20 - 24 Years,Female,563
Achham,Seti,Hill,Far-Western,2068/69,2011/12,20 - 24 Years,Female,24
Achham,Seti,Hill,Far-Western,2068/69,2011/12,25 - 29 Years,Female,62
Achham,Seti,Hill,Far-Western,2068/69,2011/12,25 - 29 Years,Female,763
Achham,Seti,Hill,Far-Western,2068/69,2011/12,25 - 29 Years,Female,342
Achham,Seti,Hill,Far-Western,2068/69,2011/12,25 - 29 Years,Female,226
Achham,Seti,Hill,Far-Western,2068/69,2011/12,25 - 29 Years,Female,291
Achham,Seti,Hill,Far-Western,2068/69,2011/12,25 - 29 Years,Female,365
Achham,Seti,Hill,Far-Western,2068/69,2011/12,25 - 29 Years,Female,74
Achham,Seti,Hill,Far-Western,2068/69,2011/12,25 - 29 Years,Female,5
Achham,Seti,Hill,Far-Western,2068/69,2011/12,25 - 29 Years,Female,10
Achham,Seti,Hill,Far-Western,2068/69,2011/12,25 - 29 Years,Female,607
Achham,Seti,Hill,Far-Western,2068/69,2011/12,25 - 29 Years,Female,22
Achham,Seti,Hill,Far-Western,2068/69,2011/12,30 - 34 Years,Female,48
Achham,Seti,Hill,Far-Western,2068/69,2011/12,30 - 34 Years,Female,405
Achham,Seti,Hill,Far-Western,2068/69,2011/12,30 - 34 Years,Female,131
Achham,Seti,Hill,Far-Western,2068/69,2011/12,30 - 34 Years,Female,95
Achham,Seti,Hill,Far-Western,2068/69,2011/12,30 - 34 Years,Female,99
Achham,Seti,Hill,Far-Western,2068/69,2011/12,30 - 34 Years,Female,117
Achham,Seti,Hill,Far-Western,2068/69,2011/12,30 - 34 Years,Female,20
Achham,Seti,Hill,Far-Western,2068/69,2011/12,30 - 34 Years,Female,7
Achham,Seti,Hill,Far-Western,2068/69,2011/12,30 - 34 Years,Female,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,30 - 34 Years,Female,563
Achham,Seti,Hill,Far-Western,2068/69,2011/12,30 - 34 Years,Female,19
Achham,Seti,Hill,Far-Western,2068/69,2011/12,35 - 39 Years,Female,33
Achham,Seti,Hill,Far-Western,2068/69,2011/12,35 - 39 Years,Female,302
Achham,Seti,Hill,Far-Western,2068/69,2011/12,35 - 39 Years,Female,90
Achham,Seti,Hill,Far-Western,2068/69,2011/12,35 - 39 Years,Female,45
Achham,Seti,Hill,Far-Western,2068/69,2011/12,35 - 39 Years,Female,47
Achham,Seti,Hill,Far-Western,2068/69,2011/12,35 - 39 Years,Female,50
Achham,Seti,Hill,Far-Western,2068/69,2011/12,35 - 39 Years,Female,4
Achham,Seti,Hill,Far-Western,2068/69,2011/12,35 - 39 Years,Female,2
Achham,Seti,Hill,Far-Western,2068/69,2011/12,35 - 39 Years,Female,1
Achham,Seti,Hill,Far-Western,2068/69,2011/12,35 - 39 Years,Female,420
Achham,Seti,Hill,Far-Western,2068/69,2011/12,35 - 39 Years,Female,12
Achham,Seti,Hill,Far-Western,2068/69,2011/12,40 - 44 Years,Female,23
Achham,Seti,Hill,Far-Western,2068/69,2011/12,40 - 44 Years,Female,168
Achham,Seti,Hill,Far-Western,2068/69,2011/12,40 - 44 Years,Female,63
Achham,Seti,Hill,Far-Western,2068/69,2011/12,40 - 44 Years,Female,25
Achham,Seti,Hill,Far-Western,2068/69,2011/12,40 - 44 Years,Female,33
Achham,Seti,Hill,Far-Western,2068/69,2011/12,40 - 44 Years,Female,14
Achham,Seti,Hill,Far-Western,2068/69,2011/12,40 - 44 Years,Female,4
Achham,Seti,Hill,Far-Western,2068/69,2011/12,40 - 44 Years,Female,1
Achham,Seti,Hill,Far-Western,2068/69,2011/12,40 - 44 Years,Female,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,40 - 44 Years,Female,267
Achham,Seti,Hill,Far-Western,2068/69,2011/12,40 - 44 Years,Female,11
Achham,Seti,Hill,Far-Western,2068/69,2011/12,45 - 49 Years,Female,10
Achham,Seti,Hill,Far-Western,2068/69,2011/12,45 - 49 Years,Female,102
Achham,Seti,Hill,Far-Western,2068/69,2011/12,45 - 49 Years,Female,32
Achham,Seti,Hill,Far-Western,2068/69,2011/12,45 - 49 Years,Female,9
Achham,Seti,Hill,Far-Western,2068/69,2011/12,45 - 49 Years,Female,9
Achham,Seti,Hill,Far-Western,2068/69,2011/12,45 - 49 Years,Female,6
Achham,Seti,Hill,Far-Western,2068/69,2011/12,45 - 49 Years,Female,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,45 - 49 Years,Female,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,45 - 49 Years,Female,1
Achham,Seti,Hill,Far-Western,2068/69,2011/12,45 - 49 Years,Female,221
Achham,Seti,Hill,Far-Western,2068/69,2011/12,45 - 49 Years,Female,10
Achham,Seti,Hill,Far-Western,2068/69,2011/12,50 - 54 Years,Female,8
Achham,Seti,Hill,Far-Western,2068/69,2011/12,50 - 54 Years,Female,50
Achham,Seti,Hill,Far-Western,2068/69,2011/12,50 - 54 Years,Female,20
Achham,Seti,Hill,Far-Western,2068/69,2011/12,50 - 54 Years,Female,1
Achham,Seti,Hill,Far-Western,2068/69,2011/12,50 - 54 Years,Female,6
Achham,Seti,Hill,Far-Western,2068/69,2011/12,50 - 54 Years,Female,4
Achham,Seti,Hill,Far-Western,2068/69,2011/12,50 - 54 Years,Female,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,50 - 54 Years,Female,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,50 - 54 Years,Female,1
Achham,Seti,Hill,Far-Western,2068/69,2011/12,50 - 54 Years,Female,93
Achham,Seti,Hill,Far-Western,2068/69,2011/12,50 - 54 Years,Female,4
Achham,Seti,Hill,Far-Western,2068/69,2011/12,55 - 59 Years,Female,5
Achham,Seti,Hill,Far-Western,2068/69,2011/12,55 - 59 Years,Female,36
Achham,Seti,Hill,Far-Western,2068/69,2011/12,55 - 59 Years,Female,8
Achham,Seti,Hill,Far-Western,2068/69,2011/12,55 - 59 Years,Female,10
Achham,Seti,Hill,Far-Western,2068/69,2011/12,55 - 59 Years,Female,1
Achham,Seti,Hill,Far-Western,2068/69,2011/12,55 - 59 Years,Female,4
Achham,Seti,Hill,Far-Western,2068/69,2011/12,55 - 59 Years,Female,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,55 - 59 Years,Female,1
Achham,Seti,Hill,Far-Western,2068/69,2011/12,55 - 59 Years,Female,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,55 - 59 Years,Female,69
Achham,Seti,Hill,Far-Western,2068/69,2011/12,55 - 59 Years,Female,2
Achham,Seti,Hill,Far-Western,2068/69,2011/12,60 - 64 Years,Female,5
Achham,Seti,Hill,Far-Western,2068/69,2011/12,60 - 64 Years,Female,20
Achham,Seti,Hill,Far-Western,2068/69,2011/12,60 - 64 Years,Female,9
Achham,Seti,Hill,Far-Western,2068/69,2011/12,60 - 64 Years,Female,3
Achham,Seti,Hill,Far-Western,2068/69,2011/12,60 - 64 Years,Female,1
Achham,Seti,Hill,Far-Western,2068/69,2011/12,60 - 64 Years,Female,5
Achham,Seti,Hill,Far-Western,2068/69,2011/12,60 - 64 Years,Female,1
Achham,Seti,Hill,Far-Western,2068/69,2011/12,60 - 64 Years,Female,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,60 - 64 Years,Female,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,60 - 64 Years,Female,75
Achham,Seti,Hill,Far-Western,2068/69,2011/12,60 - 64 Years,Female,8
Achham,Seti,Hill,Far-Western,2068/69,2011/12,65 - 69 Years,Female,1
Achham,Seti,Hill,Far-Western,2068/69,2011/12,65 - 69 Years,Female,20
Achham,Seti,Hill,Far-Western,2068/69,2011/12,65 - 69 Years,Female,4
Achham,Seti,Hill,Far-Western,2068/69,2011/12,65 - 69 Years,Female,1
Achham,Seti,Hill,Far-Western,2068/69,2011/12,65 - 69 Years,Female,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,65 - 69 Years,Female,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,65 - 69 Years,Female,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,65 - 69 Years,Female,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,65 - 69 Years,Female,2
Achham,Seti,Hill,Far-Western,2068/69,2011/12,65 - 69 Years,Female,29
Achham,Seti,Hill,Far-Western,2068/69,2011/12,65 - 69 Years,Female,6
Achham,Seti,Hill,Far-Western,2068/69,2011/12,70 - 74 Years,Female,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,70 - 74 Years,Female,20
Achham,Seti,Hill,Far-Western,2068/69,2011/12,70 - 74 Years,Female,1
Achham,Seti,Hill,Far-Western,2068/69,2011/12,70 - 74 Years,Female,2
Achham,Seti,Hill,Far-Western,2068/69,2011/12,70 - 74 Years,Female,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,70 - 74 Years,Female,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,70 - 74 Years,Female,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,70 - 74 Years,Female,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,70 - 74 Years,Female,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,70 - 74 Years,Female,19
Achham,Seti,Hill,Far-Western,2068/69,2011/12,70 - 74 Years,Female,4
Achham,Seti,Hill,Far-Western,2068/69,2011/12,75+ Years,Female,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,75+ Years,Female,9
Achham,Seti,Hill,Far-Western,2068/69,2011/12,75+ Years,Female,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,75+ Years,Female,2
Achham,Seti,Hill,Far-Western,2068/69,2011/12,75+ Years,Female,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,75+ Years,Female,1
Achham,Seti,Hill,Far-Western,2068/69,2011/12,75+ Years,Female,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,75+ Years,Female,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,75+ Years,Female,0
Achham,Seti,Hill,Far-Western,2068/69,2011/12,75+ Years,Female,14
Achham,Seti,Hill,Far-Western,2068/69,2011/12,75+ Years,Female,7
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,05 Year,Male,1166
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,05 Year,Male,683
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,05 Year,Male,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,05 Year,Male,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,05 Year,Male,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,05 Year,Male,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,05 Year,Male,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,05 Year,Male,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,05 Year,Male,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,05 Year,Male,3
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,05 Year,Male,27
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,06 Year,Male,818
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,06 Year,Male,1346
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,06 Year,Male,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,06 Year,Male,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,06 Year,Male,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,06 Year,Male,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,06 Year,Male,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,06 Year,Male,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,06 Year,Male,1
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,06 Year,Male,1
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,06 Year,Male,15
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,07 Year,Male,460
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,07 Year,Male,2097
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,07 Year,Male,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,07 Year,Male,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,07 Year,Male,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,07 Year,Male,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,07 Year,Male,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,07 Year,Male,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,07 Year,Male,2
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,07 Year,Male,1
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,07 Year,Male,6
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,08 Year,Male,227
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,08 Year,Male,2381
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,08 Year,Male,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,08 Year,Male,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,08 Year,Male,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,08 Year,Male,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,08 Year,Male,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,08 Year,Male,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,08 Year,Male,1
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,08 Year,Male,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,08 Year,Male,5
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,09 Year,Male,57
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,09 Year,Male,2330
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,09 Year,Male,13
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,09 Year,Male,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,09 Year,Male,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,09 Year,Male,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,09 Year,Male,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,09 Year,Male,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,09 Year,Male,2
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,09 Year,Male,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,09 Year,Male,5
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,10 Year,Male,41
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,10 Year,Male,2722
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,10 Year,Male,114
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,10 Year,Male,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,10 Year,Male,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,10 Year,Male,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,10 Year,Male,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,10 Year,Male,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,10 Year,Male,5
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,10 Year,Male,2
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,10 Year,Male,3
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,11 Year,Male,12
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,11 Year,Male,2157
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,11 Year,Male,461
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,11 Year,Male,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,11 Year,Male,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,11 Year,Male,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,11 Year,Male,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,11 Year,Male,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,11 Year,Male,3
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,11 Year,Male,5
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,11 Year,Male,5
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,12 Year,Male,8
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,12 Year,Male,1858
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,12 Year,Male,1158
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,12 Year,Male,11
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,12 Year,Male,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,12 Year,Male,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,12 Year,Male,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,12 Year,Male,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,12 Year,Male,10
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,12 Year,Male,1
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,12 Year,Male,2
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,13 Year,Male,6
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,13 Year,Male,1008
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,13 Year,Male,1570
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,13 Year,Male,102
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,13 Year,Male,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,13 Year,Male,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,13 Year,Male,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,13 Year,Male,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,13 Year,Male,6
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,13 Year,Male,6
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,13 Year,Male,2
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,14 Year,Male,3
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,14 Year,Male,499
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,14 Year,Male,1546
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,14 Year,Male,395
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,14 Year,Male,26
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,14 Year,Male,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,14 Year,Male,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,14 Year,Male,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,14 Year,Male,2
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,14 Year,Male,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,14 Year,Male,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,15 Year,Male,2
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,15 Year,Male,267
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,15 Year,Male,1115
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,15 Year,Male,785
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,15 Year,Male,120
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,15 Year,Male,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,15 Year,Male,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,15 Year,Male,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,15 Year,Male,3
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,15 Year,Male,3
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,15 Year,Male,1
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,16 - 19 Years,Male,5
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,16 - 19 Years,Male,623
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,16 - 19 Years,Male,1390
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,16 - 19 Years,Male,2349
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,16 - 19 Years,Male,1755
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,16 - 19 Years,Male,202
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,16 - 19 Years,Male,10
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,16 - 19 Years,Male,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,16 - 19 Years,Male,5
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,16 - 19 Years,Male,13
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,16 - 19 Years,Male,6
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,20 - 24 Years,Male,3
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,20 - 24 Years,Male,767
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,20 - 24 Years,Male,754
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,20 - 24 Years,Male,555
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,20 - 24 Years,Male,1353
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,20 - 24 Years,Male,627
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,20 - 24 Years,Male,159
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,20 - 24 Years,Male,12
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,20 - 24 Years,Male,1
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,20 - 24 Years,Male,42
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,20 - 24 Years,Male,8
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,25 - 29 Years,Male,0
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,25 - 29 Years,Male,853
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,25 - 29 Years,Male,885
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,25 - 29 Years,Male,507
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,25 - 29 Years,Male,964
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,25 - 29 Years,Male,258
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,25 - 29 Years,Male,160
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,25 - 29 Years,Male,58
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,25 - 29 Years,Male,6
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,25 - 29 Years,Male,48
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,25 - 29 Years,Male,9
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,30 - 34 Years,Male,4
Arghakhanchi,Lumbini,Hill,Western,2068/69,2011/12,30 - 34 Years,Male,755
