District,Zone,Ecological Belt,Development Region,Year (BS),Year (AD),Age-Group,Total,Male,Female
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,   79 Yrs.,404,211,193
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,   80 Yrs.,1119,521,598
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,   81 Yrs.,303,154,149
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,   82 Yrs.,338,184,154
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,   83 Yrs.,321,156,165
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,   84 Yrs.,375,188,187
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,   85 Yrs.,368,193,175
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,   86 Yrs.,195,98,97
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,   87 Yrs.,124,56,68
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,   88 Yrs.,180,87,93
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,   89 Yrs.,78,42,36
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,   90 Yrs.,151,68,83
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,   91 Yrs.,38,18,20
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,   92 Yrs.,30,21,9
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,   93 Yrs.,20,12,8
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,   94 Yrs.,13,3,10
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,   95 Yrs.,39,14,25
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,   96 Yrs.,10,3,7
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,   97 Yrs.,9,2,7
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,   98 Yrs.,20,6,14
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,   99 Yrs.,11,4,7
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,   100 Yrs. and above,18,2,16
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,   0 Yrs.,11719,6077,5642
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,   1 Yrs.,10028,5205,4823
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,   2 Yrs.,15092,7804,7288
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,   3 Yrs.,16191,8104,8087
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,   4 Yrs.,15965,8144,7821
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,   5 Yrs.,19920,10228,9692
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,   6 Yrs.,17062,8901,8161
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,   7 Yrs.,17128,8600,8528
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,   8 Yrs.,21939,11119,10820
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,   9 Yrs.,12441,6268,6173
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,  10 Yrs.,25826,13380,12446
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,  11 Yrs.,11103,5586,5517
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,  12 Yrs.,22115,11492,10623
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,  13 Yrs.,13316,6701,6615
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,  14 Yrs.,15295,7830,7465
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,  15 Yrs.,15643,8165,7478
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,  16 Yrs.,14312,7359,6953
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,  17 Yrs.,8971,4671,4300
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,  18 Yrs.,14674,7658,7016
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,  19 Yrs.,6437,3191,3246
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,  20 Yrs.,16802,7191,9611
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,  21 Yrs.,5577,2732,2845
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,  22 Yrs.,11890,5247,6643
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,  23 Yrs.,6523,2736,3787
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,  24 Yrs.,7368,3076,4292
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,  25 Yrs.,19834,8037,11797
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,  26 Yrs.,6642,2940,3702
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,  27 Yrs.,6101,2769,3332
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,  28 Yrs.,11350,4508,6842
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,   29 Yrs.,2948,1423,1525
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,   30 Yrs.,22576,8974,13602
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,   31 Yrs.,2105,1035,1070
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,   32 Yrs.,9162,3851,5311
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,   33 Yrs.,3489,1327,2162
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,   34 Yrs.,3402,1352,2050
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,   35 Yrs.,22828,10331,12497
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,   36 Yrs.,4456,2164,2292
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,   37 Yrs.,2914,1396,1518
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,   38 Yrs.,7436,2968,4468
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,   39 Yrs.,1964,916,1048
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,   40 Yrs.,21121,9863,11258
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,   41 Yrs.,1616,893,723
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,   42 Yrs.,5410,2623,2787
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,   43 Yrs.,2419,896,1523
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,   44 Yrs.,1997,861,1136
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,   45 Yrs.,18239,9254,8985
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,   46 Yrs.,2233,1135,1098
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,   47 Yrs.,1906,1056,850
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,   48 Yrs.,5177,2284,2893
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,   49 Yrs.,1260,587,673
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,   50 Yrs.,16274,8577,7697
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,   51 Yrs.,1324,780,544
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,   52 Yrs.,3289,1752,1537
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,   53 Yrs.,1649,629,1020
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,   54 Yrs.,1383,588,795
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,   55 Yrs.,13157,7044,6113
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,   56 Yrs.,1961,1043,918
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,   57 Yrs.,1426,803,623
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,   58 Yrs.,3602,1644,1958
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,   59 Yrs.,1311,671,640
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,   60 Yrs.,13317,6983,6334
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,   61 Yrs.,1241,662,579
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,   62 Yrs.,2571,1232,1339
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,   63 Yrs.,1223,462,761
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,   64 Yrs.,925,449,476
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,   65 Yrs.,9339,4660,4679
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,   66 Yrs.,906,496,410
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,   67 Yrs.,807,427,380
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,   68 Yrs.,2014,1108,906
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,   69 Yrs.,588,342,246
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,   70 Yrs.,6903,3551,3352
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,   71 Yrs.,542,290,252
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,   72 Yrs.,1246,667,579
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,   73 Yrs.,409,204,205
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,   74 Yrs.,263,131,132
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,   75 Yrs.,3415,1746,1669
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,   76 Yrs.,246,128,118
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,   77 Yrs.,203,120,83
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,   78 Yrs.,418,223,195
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,   79 Yrs.,140,74,66
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,   80 Yrs.,1596,826,770
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,   81 Yrs.,100,60,40
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,   82 Yrs.,124,77,47
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,   83 Yrs.,45,28,17
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,   84 Yrs.,53,32,21
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,   85 Yrs.,507,260,247
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,   86 Yrs.,38,21,17
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,   87 Yrs.,43,33,10
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,   88 Yrs.,48,29,19
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,   89 Yrs.,14,7,7
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,   90 Yrs.,297,126,171
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,   91 Yrs.,15,7,8
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,   92 Yrs.,20,10,10
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,   93 Yrs.,12,7,5
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,   94 Yrs.,4,1,3
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,   95 Yrs.,113,59,54
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,   96 Yrs.,11,5,6
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,   97 Yrs.,14,6,8
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,   98 Yrs.,14,8,6
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,   99 Yrs.,88,33,55
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,   100 Yrs. and above,158,72,86
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,   0 Yrs.,2009,983,1026
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,   1 Yrs.,1681,859,822
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,   2 Yrs.,2088,1025,1063
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,   3 Yrs.,1998,1041,957
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,   4 Yrs.,2216,1068,1148
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,   5 Yrs.,2472,1273,1199
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,   6 Yrs.,2415,1215,1200
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,   7 Yrs.,2630,1280,1350
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,   8 Yrs.,2720,1377,1343
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,   9 Yrs.,2498,1265,1233
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,  10 Yrs.,2873,1439,1434
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,  11 Yrs.,2465,1224,1241
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,  12 Yrs.,3099,1606,1493
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,  13 Yrs.,2717,1412,1305
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,  14 Yrs.,2830,1416,1414
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,  15 Yrs.,2689,1239,1450
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,  16 Yrs.,2853,1424,1429
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,  17 Yrs.,2536,1222,1314
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,  18 Yrs.,2863,1416,1447
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,  19 Yrs.,1839,821,1018
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,  20 Yrs.,2028,910,1118
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,  21 Yrs.,1584,684,900
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,  22 Yrs.,1995,868,1127
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,  23 Yrs.,1426,659,767
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,  24 Yrs.,1614,692,922
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,  25 Yrs.,1766,730,1036
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,  26 Yrs.,1433,624,809
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,  27 Yrs.,1449,676,773
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,  28 Yrs.,1611,787,824
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,   29 Yrs.,988,491,497
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,   30 Yrs.,1815,816,999
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,   31 Yrs.,806,349,457
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,   32 Yrs.,1274,572,702
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,   33 Yrs.,974,436,538
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,   34 Yrs.,898,427,471
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,   35 Yrs.,1720,760,960
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,   36 Yrs.,1078,534,544
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,   37 Yrs.,930,452,478
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,   38 Yrs.,1111,559,552
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,   39 Yrs.,818,386,432
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,   40 Yrs.,1999,907,1092
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,   41 Yrs.,796,387,409
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,   42 Yrs.,1093,520,573
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,   43 Yrs.,947,434,513
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,   44 Yrs.,842,413,429
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,   45 Yrs.,1585,726,859
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,   46 Yrs.,877,429,448
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,   47 Yrs.,796,374,422
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,   48 Yrs.,1076,523,553
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,   49 Yrs.,765,367,398
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,   50 Yrs.,1668,821,847
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,   51 Yrs.,713,367,346
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,   52 Yrs.,1008,503,505
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,   53 Yrs.,747,377,370
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,   54 Yrs.,571,285,286
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,   55 Yrs.,1063,527,536
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,   56 Yrs.,740,381,359
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,   57 Yrs.,704,351,353
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,   58 Yrs.,775,407,368
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,   59 Yrs.,498,247,251
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,   60 Yrs.,1128,527,601
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,   61 Yrs.,474,242,232
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,   62 Yrs.,618,309,309
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,   63 Yrs.,542,267,275
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,   64 Yrs.,480,247,233
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,   65 Yrs.,785,376,409
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,   66 Yrs.,383,177,206
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,   67 Yrs.,515,266,249
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,   68 Yrs.,550,301,249
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,   69 Yrs.,293,153,140
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,   70 Yrs.,753,326,427
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,   71 Yrs.,267,139,128
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,   72 Yrs.,377,195,182
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,   73 Yrs.,298,159,139
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,   74 Yrs.,213,119,94
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,   75 Yrs.,411,199,212
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,   76 Yrs.,180,91,89
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,   77 Yrs.,233,110,123
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,   78 Yrs.,281,138,143
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,   79 Yrs.,98,51,47
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,   80 Yrs.,214,100,114
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,   81 Yrs.,95,56,39
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,   82 Yrs.,102,46,56
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,   83 Yrs.,84,37,47
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,   84 Yrs.,85,43,42
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,   85 Yrs.,109,52,57
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,   86 Yrs.,45,21,24
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,   87 Yrs.,36,22,14
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,   88 Yrs.,54,31,23
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,   89 Yrs.,19,8,11
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,   90 Yrs.,40,10,30
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,   91 Yrs.,10,5,5
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,   92 Yrs.,6,4,2
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,   93 Yrs.,4,1,3
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,   95 Yrs.,8,1,7
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,   96 Yrs.,7,2,5
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,   97 Yrs.,6,1,5
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,   98 Yrs.,2,1,1
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,   99 Yrs.,1,0,1
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,   100 Yrs. and above,8,4,4
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,   0 Yrs.,12464,6344,6120
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,   1 Yrs.,11113,5650,5463
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,   2 Yrs.,13932,7139,6793
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,   3 Yrs.,14907,7422,7485
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,   4 Yrs.,15636,8080,7556
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,   5 Yrs.,17559,9031,8528
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,   6 Yrs.,16022,8176,7846
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,   7 Yrs.,17911,9012,8899
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,   8 Yrs.,20497,10649,9848
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,   9 Yrs.,14553,7501,7052
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,  10 Yrs.,22590,11726,10864
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,  11 Yrs.,14641,7495,7146
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,  12 Yrs.,21840,11312,10528
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,  13 Yrs.,17603,8762,8841
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,  14 Yrs.,19110,9736,9374
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,  15 Yrs.,18429,9370,9059
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,  16 Yrs.,18516,9214,9302
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,  17 Yrs.,15400,7780,7620
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,  18 Yrs.,20029,10106,9923
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,  19 Yrs.,12123,5873,6250
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,  20 Yrs.,17934,8006,9928
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,  21 Yrs.,11647,5393,6254
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,  22 Yrs.,17013,7496,9517
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,  23 Yrs.,11732,5057,6675
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,  24 Yrs.,12365,5413,6952
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,  25 Yrs.,20038,8539,11499
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,  26 Yrs.,11710,5007,6703
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,  27 Yrs.,11019,4848,6171
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,  28 Yrs.,15317,6779,8538
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,   29 Yrs.,6713,3136,3577
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,   30 Yrs.,21941,9480,12461
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,   31 Yrs.,5790,2753,3037
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,   32 Yrs.,12829,5844,6985
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,   33 Yrs.,7084,3062,4022
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,   34 Yrs.,7292,3267,4025
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,   35 Yrs.,21987,10453,11534
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,   36 Yrs.,8247,3805,4442
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,   37 Yrs.,5968,2767,3201
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,   38 Yrs.,9918,4499,5419
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,   39 Yrs.,4635,2274,2361
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,   40 Yrs.,20004,9810,10194
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,   41 Yrs.,4493,2330,2163
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,   42 Yrs.,8401,4204,4197
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,   43 Yrs.,5132,2361,2771
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,   44 Yrs.,4333,2072,2261
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,   45 Yrs.,15865,8014,7851
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,   46 Yrs.,5053,2453,2600
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,   47 Yrs.,4009,2054,1955
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,   48 Yrs.,6678,3220,3458
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,   49 Yrs.,3208,1548,1660
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,   50 Yrs.,14210,7325,6885
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,   51 Yrs.,3469,1761,1708
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,   52 Yrs.,5484,2838,2646
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,   53 Yrs.,3458,1612,1846
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,   54 Yrs.,3014,1515,1499
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,   55 Yrs.,10504,5428,5076
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,   56 Yrs.,3615,1859,1756
