District,Zone,Ecological Belt,Development Region,Year (BS),Year (AD),Age-Group,Total,Male,Female
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,  24 Yrs.,8753,3511,5242
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,  25 Yrs.,11988,4752,7236
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,  26 Yrs.,8367,3387,4980
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,  27 Yrs.,8266,3465,4801
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,  28 Yrs.,10211,4359,5852
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,   29 Yrs.,5239,2269,2970
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,   30 Yrs.,13052,5333,7719
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,   31 Yrs.,4591,2086,2505
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,   32 Yrs.,8258,3627,4631
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,   33 Yrs.,5242,2261,2981
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,   34 Yrs.,5178,2247,2931
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,   35 Yrs.,12811,5777,7034
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,   36 Yrs.,6125,2705,3420
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,   37 Yrs.,4392,2003,2389
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,   38 Yrs.,6449,2959,3490
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,   39 Yrs.,3771,1735,2036
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,   40 Yrs.,12150,5492,6658
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,   41 Yrs.,3437,1657,1780
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,   42 Yrs.,5680,2735,2945
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,   43 Yrs.,3606,1680,1926
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,   44 Yrs.,3169,1457,1712
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,   45 Yrs.,9353,4601,4752
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,   46 Yrs.,3682,1885,1797
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,   47 Yrs.,2834,1382,1452
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,   48 Yrs.,4540,2189,2351
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,   49 Yrs.,2631,1224,1407
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,   50 Yrs.,8892,4264,4628
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,   51 Yrs.,2575,1352,1223
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,   52 Yrs.,3941,2010,1931
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,   53 Yrs.,2281,1195,1086
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,   54 Yrs.,2088,982,1106
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,   55 Yrs.,5885,3098,2787
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,   56 Yrs.,2871,1440,1431
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,   57 Yrs.,2272,1160,1112
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,   58 Yrs.,2985,1495,1490
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,   59 Yrs.,1911,913,998
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,   60 Yrs.,7043,3329,3714
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,   61 Yrs.,2091,1112,979
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,   62 Yrs.,2330,1135,1195
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,   63 Yrs.,1442,652,790
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,   64 Yrs.,1549,760,789
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,   65 Yrs.,4316,2108,2208
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,   66 Yrs.,1527,804,723
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,   67 Yrs.,1480,806,674
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,   68 Yrs.,2024,1109,915
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,   69 Yrs.,878,533,345
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,   70 Yrs.,3210,1507,1703
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,   71 Yrs.,649,360,289
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,   72 Yrs.,1149,614,535
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,   73 Yrs.,708,393,315
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,   74 Yrs.,526,289,237
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,   75 Yrs.,1480,694,786
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,   76 Yrs.,492,270,222
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,   77 Yrs.,403,202,201
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,   78 Yrs.,634,364,270
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,   79 Yrs.,334,194,140
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,   80 Yrs.,832,356,476
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,   81 Yrs.,186,101,85
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,   82 Yrs.,271,143,128
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,   83 Yrs.,200,110,90
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,   84 Yrs.,238,131,107
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,   85 Yrs.,297,148,149
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,   86 Yrs.,104,55,49
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,   87 Yrs.,100,47,53
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,   88 Yrs.,105,59,46
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,   89 Yrs.,49,23,26
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,   90 Yrs.,116,42,74
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,   91 Yrs.,29,11,18
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,   92 Yrs.,35,14,21
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,   93 Yrs.,12,4,8
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,   94 Yrs.,20,7,13
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,   95 Yrs.,37,15,22
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,   96 Yrs.,16,7,9
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,   97 Yrs.,10,2,8
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,   98 Yrs.,12,3,9
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,   99 Yrs.,17,6,11
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,   100 Yrs. and above,47,20,27
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,   0 Yrs.,2969,1470,1499
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,   1 Yrs.,2724,1447,1277
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,   2 Yrs.,3308,1683,1625
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,   3 Yrs.,3372,1682,1690
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,   4 Yrs.,3751,1905,1846
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,   5 Yrs.,3765,1969,1796
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,   6 Yrs.,3793,1868,1925
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,   7 Yrs.,3171,1592,1579
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,   8 Yrs.,4235,2083,2152
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,   9 Yrs.,3101,1521,1580
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,  10 Yrs.,4345,2160,2185
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,  11 Yrs.,2882,1467,1415
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,  12 Yrs.,4511,2237,2274
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,  13 Yrs.,3211,1622,1589
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,  14 Yrs.,3624,1846,1778
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,  15 Yrs.,3153,1524,1629
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,  16 Yrs.,3037,1434,1603
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,  17 Yrs.,2396,1134,1262
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,  18 Yrs.,3468,1633,1835
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,  19 Yrs.,1778,813,965
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,  20 Yrs.,2689,1057,1632
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,  21 Yrs.,1779,684,1095
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,  22 Yrs.,2510,1027,1483
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,  23 Yrs.,1644,602,1042
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,  24 Yrs.,1913,703,1210
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,  25 Yrs.,2433,925,1508
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,  26 Yrs.,1719,691,1028
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,  27 Yrs.,1350,568,782
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,  28 Yrs.,2223,939,1284
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,   29 Yrs.,898,404,494
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,   30 Yrs.,2827,1166,1661
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,   31 Yrs.,914,422,492
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,   32 Yrs.,1760,774,986
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,   33 Yrs.,1057,490,567
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,   34 Yrs.,1119,527,592
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,   35 Yrs.,2874,1260,1614
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,   36 Yrs.,1423,671,752
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,   37 Yrs.,794,365,429
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,   38 Yrs.,1628,761,867
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,   39 Yrs.,621,314,307
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,   40 Yrs.,2687,1223,1464
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,   41 Yrs.,784,415,369
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,   42 Yrs.,1310,660,650
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,   43 Yrs.,752,368,384
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,   44 Yrs.,773,400,373
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,   45 Yrs.,2384,1097,1287
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,   46 Yrs.,918,462,456
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,   47 Yrs.,653,352,301
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,   48 Yrs.,1295,687,608
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,   49 Yrs.,530,281,249
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,   50 Yrs.,2037,938,1099
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,   51 Yrs.,690,411,279
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,   52 Yrs.,1051,581,470
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,   53 Yrs.,583,303,280
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,   54 Yrs.,567,294,273
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,   55 Yrs.,1513,719,794
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,   56 Yrs.,751,421,330
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,   57 Yrs.,526,262,264
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,   58 Yrs.,1001,536,465
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,   59 Yrs.,450,249,201
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,   60 Yrs.,1691,721,970
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,   61 Yrs.,542,287,255
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,   62 Yrs.,733,349,384
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,   63 Yrs.,471,227,244
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,   64 Yrs.,433,248,185
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,   65 Yrs.,1378,582,796
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,   66 Yrs.,393,196,197
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,   67 Yrs.,364,191,173
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,   68 Yrs.,708,408,300
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,   69 Yrs.,239,143,96
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,   70 Yrs.,896,398,498
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,   71 Yrs.,255,130,125
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,   72 Yrs.,488,246,242
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,   73 Yrs.,240,134,106
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,   74 Yrs.,148,88,60
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,   75 Yrs.,589,278,311
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,   76 Yrs.,195,97,98
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,   77 Yrs.,95,55,40
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,   78 Yrs.,255,134,121
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,   79 Yrs.,79,47,32
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,   80 Yrs.,332,154,178
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,   81 Yrs.,75,39,36
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,   82 Yrs.,108,60,48
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,   83 Yrs.,68,44,24
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,   84 Yrs.,78,53,25
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,   85 Yrs.,141,68,73
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,   86 Yrs.,37,23,14
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,   87 Yrs.,28,20,8
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,   88 Yrs.,35,23,12
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,   89 Yrs.,15,11,4
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,   90 Yrs.,61,22,39
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,   91 Yrs.,8,4,4
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,   92 Yrs.,7,4,3
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,   93 Yrs.,5,2,3
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,   94 Yrs.,3,1,2
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,   95 Yrs.,26,9,17
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,   96 Yrs.,9,4,5
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,   97 Yrs.,1,1,0
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,   98 Yrs.,3,0,3
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,   99 Yrs.,6,2,4
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,   100 Yrs. and above,12,3,9
Dhading,Bagmati,Hill,Central,2068/69,2011/12,   0 Yrs.,5993,3024,2969
Dhading,Bagmati,Hill,Central,2068/69,2011/12,   1 Yrs.,5642,2940,2702
Dhading,Bagmati,Hill,Central,2068/69,2011/12,   2 Yrs.,5637,2891,2746
Dhading,Bagmati,Hill,Central,2068/69,2011/12,   3 Yrs.,5948,3042,2906
Dhading,Bagmati,Hill,Central,2068/69,2011/12,   4 Yrs.,6862,3504,3358
Dhading,Bagmati,Hill,Central,2068/69,2011/12,   5 Yrs.,7521,3792,3729
Dhading,Bagmati,Hill,Central,2068/69,2011/12,   6 Yrs.,7357,3714,3643
Dhading,Bagmati,Hill,Central,2068/69,2011/12,   7 Yrs.,7946,3942,4004
Dhading,Bagmati,Hill,Central,2068/69,2011/12,   8 Yrs.,8057,4143,3914
Dhading,Bagmati,Hill,Central,2068/69,2011/12,   9 Yrs.,7920,3909,4011
Dhading,Bagmati,Hill,Central,2068/69,2011/12,  10 Yrs.,9543,4796,4747
Dhading,Bagmati,Hill,Central,2068/69,2011/12,  11 Yrs.,8420,4160,4260
Dhading,Bagmati,Hill,Central,2068/69,2011/12,  12 Yrs.,10083,5152,4931
Dhading,Bagmati,Hill,Central,2068/69,2011/12,  13 Yrs.,9430,4551,4879
Dhading,Bagmati,Hill,Central,2068/69,2011/12,  14 Yrs.,9280,4522,4758
Dhading,Bagmati,Hill,Central,2068/69,2011/12,  15 Yrs.,9142,4410,4732
Dhading,Bagmati,Hill,Central,2068/69,2011/12,  16 Yrs.,8641,3968,4673
Dhading,Bagmati,Hill,Central,2068/69,2011/12,  17 Yrs.,7774,3474,4300
Dhading,Bagmati,Hill,Central,2068/69,2011/12,  18 Yrs.,8301,3695,4606
Dhading,Bagmati,Hill,Central,2068/69,2011/12,  19 Yrs.,5442,2236,3206
Dhading,Bagmati,Hill,Central,2068/69,2011/12,  20 Yrs.,6255,2471,3784
Dhading,Bagmati,Hill,Central,2068/69,2011/12,  21 Yrs.,5231,2036,3195
Dhading,Bagmati,Hill,Central,2068/69,2011/12,  22 Yrs.,5859,2260,3599
Dhading,Bagmati,Hill,Central,2068/69,2011/12,  23 Yrs.,4471,1721,2750
Dhading,Bagmati,Hill,Central,2068/69,2011/12,  24 Yrs.,4840,1929,2911
Dhading,Bagmati,Hill,Central,2068/69,2011/12,  25 Yrs.,5895,2288,3607
Dhading,Bagmati,Hill,Central,2068/69,2011/12,  26 Yrs.,4643,1885,2758
Dhading,Bagmati,Hill,Central,2068/69,2011/12,  27 Yrs.,4187,1769,2418
Dhading,Bagmati,Hill,Central,2068/69,2011/12,  28 Yrs.,5240,2226,3014
Dhading,Bagmati,Hill,Central,2068/69,2011/12,   29 Yrs.,2809,1285,1524
Dhading,Bagmati,Hill,Central,2068/69,2011/12,   30 Yrs.,6766,2656,4110
Dhading,Bagmati,Hill,Central,2068/69,2011/12,   31 Yrs.,2513,1067,1446
Dhading,Bagmati,Hill,Central,2068/69,2011/12,   32 Yrs.,4216,1840,2376
Dhading,Bagmati,Hill,Central,2068/69,2011/12,   33 Yrs.,2793,1220,1573
Dhading,Bagmati,Hill,Central,2068/69,2011/12,   34 Yrs.,2631,1191,1440
Dhading,Bagmati,Hill,Central,2068/69,2011/12,   35 Yrs.,6496,2712,3784
Dhading,Bagmati,Hill,Central,2068/69,2011/12,   36 Yrs.,3627,1577,2050
Dhading,Bagmati,Hill,Central,2068/69,2011/12,   37 Yrs.,2411,1078,1333
Dhading,Bagmati,Hill,Central,2068/69,2011/12,   38 Yrs.,3333,1485,1848
Dhading,Bagmati,Hill,Central,2068/69,2011/12,   39 Yrs.,2193,991,1202
Dhading,Bagmati,Hill,Central,2068/69,2011/12,   40 Yrs.,7114,2988,4126
Dhading,Bagmati,Hill,Central,2068/69,2011/12,   41 Yrs.,2144,956,1188
Dhading,Bagmati,Hill,Central,2068/69,2011/12,   42 Yrs.,3464,1692,1772
Dhading,Bagmati,Hill,Central,2068/69,2011/12,   43 Yrs.,2291,1090,1201
Dhading,Bagmati,Hill,Central,2068/69,2011/12,   44 Yrs.,2102,988,1114
Dhading,Bagmati,Hill,Central,2068/69,2011/12,   45 Yrs.,5626,2529,3097
Dhading,Bagmati,Hill,Central,2068/69,2011/12,   46 Yrs.,2399,1155,1244
Dhading,Bagmati,Hill,Central,2068/69,2011/12,   47 Yrs.,1979,941,1038
Dhading,Bagmati,Hill,Central,2068/69,2011/12,   48 Yrs.,3235,1551,1684
Dhading,Bagmati,Hill,Central,2068/69,2011/12,   49 Yrs.,2058,1015,1043
Dhading,Bagmati,Hill,Central,2068/69,2011/12,   50 Yrs.,6234,3024,3210
Dhading,Bagmati,Hill,Central,2068/69,2011/12,   51 Yrs.,1877,951,926
Dhading,Bagmati,Hill,Central,2068/69,2011/12,   52 Yrs.,2918,1547,1371
Dhading,Bagmati,Hill,Central,2068/69,2011/12,   53 Yrs.,1917,1009,908
Dhading,Bagmati,Hill,Central,2068/69,2011/12,   54 Yrs.,1780,901,879
Dhading,Bagmati,Hill,Central,2068/69,2011/12,   55 Yrs.,3828,1825,2003
Dhading,Bagmati,Hill,Central,2068/69,2011/12,   56 Yrs.,2018,1044,974
Dhading,Bagmati,Hill,Central,2068/69,2011/12,   57 Yrs.,1817,945,872
Dhading,Bagmati,Hill,Central,2068/69,2011/12,   58 Yrs.,2171,1153,1018
Dhading,Bagmati,Hill,Central,2068/69,2011/12,   59 Yrs.,1523,771,752
Dhading,Bagmati,Hill,Central,2068/69,2011/12,   60 Yrs.,4920,2337,2583
Dhading,Bagmati,Hill,Central,2068/69,2011/12,   61 Yrs.,1448,742,706
Dhading,Bagmati,Hill,Central,2068/69,2011/12,   62 Yrs.,1752,896,856
Dhading,Bagmati,Hill,Central,2068/69,2011/12,   63 Yrs.,1289,643,646
Dhading,Bagmati,Hill,Central,2068/69,2011/12,   64 Yrs.,1235,632,603
Dhading,Bagmati,Hill,Central,2068/69,2011/12,   65 Yrs.,3223,1564,1659
Dhading,Bagmati,Hill,Central,2068/69,2011/12,   66 Yrs.,1292,687,605
Dhading,Bagmati,Hill,Central,2068/69,2011/12,   67 Yrs.,1610,831,779
Dhading,Bagmati,Hill,Central,2068/69,2011/12,   68 Yrs.,1860,1032,828
Dhading,Bagmati,Hill,Central,2068/69,2011/12,   69 Yrs.,813,463,350
Dhading,Bagmati,Hill,Central,2068/69,2011/12,   70 Yrs.,2944,1396,1548
Dhading,Bagmati,Hill,Central,2068/69,2011/12,   71 Yrs.,762,411,351
Dhading,Bagmati,Hill,Central,2068/69,2011/12,   72 Yrs.,1476,716,760
Dhading,Bagmati,Hill,Central,2068/69,2011/12,   73 Yrs.,906,484,422
Dhading,Bagmati,Hill,Central,2068/69,2011/12,   74 Yrs.,682,361,321
Dhading,Bagmati,Hill,Central,2068/69,2011/12,   75 Yrs.,1873,884,989
Dhading,Bagmati,Hill,Central,2068/69,2011/12,   76 Yrs.,720,350,370
Dhading,Bagmati,Hill,Central,2068/69,2011/12,   77 Yrs.,838,428,410
Dhading,Bagmati,Hill,Central,2068/69,2011/12,   78 Yrs.,1144,617,527
Dhading,Bagmati,Hill,Central,2068/69,2011/12,   79 Yrs.,488,268,220
Dhading,Bagmati,Hill,Central,2068/69,2011/12,   80 Yrs.,1298,593,705
Dhading,Bagmati,Hill,Central,2068/69,2011/12,   81 Yrs.,386,226,160
Dhading,Bagmati,Hill,Central,2068/69,2011/12,   82 Yrs.,449,232,217
Dhading,Bagmati,Hill,Central,2068/69,2011/12,   83 Yrs.,383,198,185
Dhading,Bagmati,Hill,Central,2068/69,2011/12,   84 Yrs.,471,242,229
Dhading,Bagmati,Hill,Central,2068/69,2011/12,   85 Yrs.,565,283,282
Dhading,Bagmati,Hill,Central,2068/69,2011/12,   86 Yrs.,222,114,108
Dhading,Bagmati,Hill,Central,2068/69,2011/12,   87 Yrs.,205,109,96
Dhading,Bagmati,Hill,Central,2068/69,2011/12,   88 Yrs.,239,142,97
Dhading,Bagmati,Hill,Central,2068/69,2011/12,   89 Yrs.,103,56,47
Dhading,Bagmati,Hill,Central,2068/69,2011/12,   90 Yrs.,214,102,112
Dhading,Bagmati,Hill,Central,2068/69,2011/12,   91 Yrs.,58,29,29
Dhading,Bagmati,Hill,Central,2068/69,2011/12,   92 Yrs.,59,24,35
Dhading,Bagmati,Hill,Central,2068/69,2011/12,   93 Yrs.,51,32,19
Dhading,Bagmati,Hill,Central,2068/69,2011/12,   94 Yrs.,47,23,24
Dhading,Bagmati,Hill,Central,2068/69,2011/12,   95 Yrs.,77,24,53
Dhading,Bagmati,Hill,Central,2068/69,2011/12,   96 Yrs.,27,11,16
Dhading,Bagmati,Hill,Central,2068/69,2011/12,   97 Yrs.,17,7,10
Dhading,Bagmati,Hill,Central,2068/69,2011/12,   98 Yrs.,26,8,18
Dhading,Bagmati,Hill,Central,2068/69,2011/12,   99 Yrs.,5,2,3
Dhading,Bagmati,Hill,Central,2068/69,2011/12,   100 Yrs. and above,47,8,39
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,   0 Yrs.,2938,1482,1456
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,   1 Yrs.,2663,1392,1271
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,   2 Yrs.,2809,1393,1416
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,   3 Yrs.,2880,1443,1437
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,   4 Yrs.,3187,1637,1550
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,   5 Yrs.,3358,1678,1680
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,   6 Yrs.,3501,1764,1737
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,   7 Yrs.,3814,1875,1939
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,   8 Yrs.,3633,1822,1811
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,   9 Yrs.,3488,1705,1783
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,  10 Yrs.,3985,1989,1996
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,  11 Yrs.,3636,1762,1874
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,  12 Yrs.,4312,2198,2114
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,  13 Yrs.,3995,2047,1948
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,  14 Yrs.,3996,1987,2009
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,  15 Yrs.,3953,1968,1985
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,  16 Yrs.,3891,1921,1970
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,  17 Yrs.,4093,1987,2106
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,  18 Yrs.,4032,1947,2085
