District,Zone,Ecological Belt,Development Region,Year (BS),Year (AD),Gender,Age-group,Value
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,  Male,70 years & above,5776
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,  Female,10-14,11
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,  Female,15-19,226
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,  Female,20-29,4821
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,  Female,30-39,8678
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,  Female,40-49,4579
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,  Female,50-59,2487
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,  Female,60-69,2511
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,  Female,70 years & above,1184
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,  Male,10-14,19
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,  Male,15-19,135
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,  Male,20-29,2168
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,  Male,30-39,3784
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,  Male,40-49,4371
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,  Male,50-59,3872
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,  Male,60-69,2508
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,  Male,70 years & above,1489
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,  Female,10-14,10
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,  Female,15-19,95
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,  Female,20-29,918
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,  Female,30-39,1057
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,  Female,40-49,1080
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,  Female,50-59,892
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,  Female,60-69,808
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,  Female,70 years & above,579
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,  Male,10-14,84
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,  Male,15-19,977
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,  Male,20-29,13384
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,  Male,30-39,29422
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,  Male,40-49,31082
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,  Male,50-59,23785
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,  Male,60-69,14683
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,  Male,70 years & above,6731
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,  Female,10-14,61
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,  Female,15-19,690
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,  Female,20-29,9805
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,  Female,30-39,12386
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,  Female,40-49,7846
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,  Female,50-59,5151
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,  Female,60-69,4154
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,  Female,70 years & above,2166
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/12,  Male,10-14,98
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/12,  Male,15-19,830
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/12,  Male,20-29,7629
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/12,  Male,30-39,12695
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/12,  Male,40-49,11913
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/12,  Male,50-59,9108
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/12,  Male,60-69,6187
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/12,  Male,70 years & above,2606
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/12,  Female,10-14,89
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/12,  Female,15-19,685
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/12,  Female,20-29,6672
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/12,  Female,30-39,6013
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/12,  Female,40-49,3411
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/12,  Female,50-59,2187
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/12,  Female,60-69,1949
Surkhet,Bheri,Hill,Mid-Western,2068/69,2011/12,  Female,70 years & above,791
Syangja,Gandaki,Hill,Western,2068/69,2011/12,  Male,10-14,25
Syangja,Gandaki,Hill,Western,2068/69,2011/12,  Male,15-19,184
Syangja,Gandaki,Hill,Western,2068/69,2011/12,  Male,20-29,1937
Syangja,Gandaki,Hill,Western,2068/69,2011/12,  Male,30-39,5232
Syangja,Gandaki,Hill,Western,2068/69,2011/12,  Male,40-49,8060
Syangja,Gandaki,Hill,Western,2068/69,2011/12,  Male,50-59,9848
Syangja,Gandaki,Hill,Western,2068/69,2011/12,  Male,60-69,8268
Syangja,Gandaki,Hill,Western,2068/69,2011/12,  Male,70 years & above,5767
Syangja,Gandaki,Hill,Western,2068/69,2011/12,  Female,10-14,23
Syangja,Gandaki,Hill,Western,2068/69,2011/12,  Female,15-19,266
Syangja,Gandaki,Hill,Western,2068/69,2011/12,  Female,20-29,5033
Syangja,Gandaki,Hill,Western,2068/69,2011/12,  Female,30-39,8219
Syangja,Gandaki,Hill,Western,2068/69,2011/12,  Female,40-49,5832
Syangja,Gandaki,Hill,Western,2068/69,2011/12,  Female,50-59,4091
Syangja,Gandaki,Hill,Western,2068/69,2011/12,  Female,60-69,3752
Syangja,Gandaki,Hill,Western,2068/69,2011/12,  Female,70 years & above,2344
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,  Male,10-14,45
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,  Male,15-19,339
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,  Male,20-29,3417
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,  Male,30-39,7124
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,  Male,40-49,9957
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,  Male,50-59,11046
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,  Male,60-69,7831
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,  Male,70 years & above,5117
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,  Female,10-14,50
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,  Female,15-19,664
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,  Female,20-29,8188
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,  Female,30-39,9965
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,  Female,40-49,5858
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,  Female,50-59,3588
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,  Female,60-69,3167
Tanahu,Gandaki,Hill,Western,2068/69,2011/12,  Female,70 years & above,1953
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,  Male,10-14,14
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,  Male,15-19,142
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,  Male,20-29,1849
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,  Male,30-39,3633
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,  Male,40-49,4920
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,  Male,50-59,4337
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,  Male,60-69,2618
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,  Male,70 years & above,1698
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,  Female,10-14,16
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,  Female,15-19,116
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,  Female,20-29,1612
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,  Female,30-39,1823
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,  Female,40-49,1323
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,  Female,50-59,1023
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,  Female,60-69,836
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,  Female,70 years & above,549
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,  Male,10-14,8
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,  Male,15-19,82
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,  Male,20-29,1309
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,  Male,30-39,2759
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,  Male,40-49,3898
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,  Male,50-59,3820
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,  Male,60-69,2420
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,  Male,70 years & above,1539
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,  Female,10-14,14
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,  Female,15-19,78
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,  Female,20-29,1338
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,  Female,30-39,1644
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,  Female,40-49,1184
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,  Female,50-59,863
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,  Female,60-69,677
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,  Female,70 years & above,461
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,  Male,10-14,30
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,  Male,15-19,365
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,  Male,20-29,5261
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,  Male,30-39,10281
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,  Male,40-49,12055
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,  Male,50-59,9709
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,  Male,60-69,6348
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,  Male,70 years & above,3236
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,  Female,10-14,32
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,  Female,15-19,398
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,  Female,20-29,5015
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,  Female,30-39,5391
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,  Female,40-49,3425
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,  Female,50-59,2246
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,  Female,60-69,1851
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,  Female,70 years & above,914
